Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 28 (https://www.baseball-reference.com/boxes/?date=2019-03-28)",boxscore (https://www.baseball-reference.com/boxes/PHI/PHI201903280.shtml),ATL,@,PHI (https://www.baseball-reference.com/teams/PHI/2019.shtml),L,4,10,,0-1,3,1,Nola (https://www.baseball-reference.com/players/n/nolaaa01.shtml),Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),,3:04,D,"44,469",1.08,-,
2,"Saturday, Mar 30 (https://www.baseball-reference.com/boxes/?date=2019-03-30)",boxscore (https://www.baseball-reference.com/boxes/PHI/PHI201903300.shtml),ATL,@,PHI (https://www.baseball-reference.com/teams/PHI/2019.shtml),L,6,8,,0-2,4,2,Morgan (https://www.baseball-reference.com/players/m/morgaad01.shtml),Parsons (https://www.baseball-reference.com/players/p/parsowe01.shtml),,3:27,D,"44,597",1.07,--,
3,"Sunday, Mar 31 (https://www.baseball-reference.com/boxes/?date=2019-03-31)",boxscore (https://www.baseball-reference.com/boxes/PHI/PHI201903310.shtml),ATL,@,PHI (https://www.baseball-reference.com/teams/PHI/2019.shtml),L,1,5,,0-3,5,3,Arrieta (https://www.baseball-reference.com/players/a/arrieja01.shtml),Wright (https://www.baseball-reference.com/players/w/wrighky01.shtml),,3:17,N,"41,410",1.01,---,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
4,"Monday, Apr 1 (https://www.baseball-reference.com/boxes/?date=2019-04-01)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904010.shtml),ATL,,CHC (https://www.baseball-reference.com/teams/CHC/2019.shtml),W,8,0,,1-3,5,2.5,Parsons (https://www.baseball-reference.com/players/p/parsowe01.shtml),Hendricks (https://www.baseball-reference.com/players/h/hendrky01.shtml),,3:12,N,"41,912",0.8,+,
5,"Wednesday, Apr 3 (https://www.baseball-reference.com/boxes/?date=2019-04-03)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904030.shtml),ATL,,CHC (https://www.baseball-reference.com/teams/CHC/2019.shtml),W,6,4,,2-3,3,2.5,Jackson (https://www.baseball-reference.com/players/j/jackslu01.shtml),Cishek (https://www.baseball-reference.com/players/c/cishest01.shtml),Vizcaíno (https://www.baseball-reference.com/players/v/vizcaar01.shtml),3:32,N,"37,398",0.87,++,
6,"Thursday, Apr 4 (https://www.baseball-reference.com/boxes/?date=2019-04-04)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904040.shtml),ATL,,CHC (https://www.baseball-reference.com/teams/CHC/2019.shtml),W,9,4,,3-3,3,1.5,Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),,3:29,N,"33,815",0.87,+++,
7,"Friday, Apr 5 (https://www.baseball-reference.com/boxes/?date=2019-04-05)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904050.shtml),ATL,,MIA (https://www.baseball-reference.com/teams/MIA/2019.shtml),W,4,0,,4-3,3,1.5,Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),López (https://www.baseball-reference.com/players/l/lopezpa01.shtml),,2:35,N,"29,218",1.01,++++,
8,"Saturday, Apr 6 (https://www.baseball-reference.com/boxes/?date=2019-04-06)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904060.shtml),ATL,,MIA (https://www.baseball-reference.com/teams/MIA/2019.shtml),L,2,4,,4-4,3,2,Romo (https://www.baseball-reference.com/players/r/romose01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),Conley (https://www.baseball-reference.com/players/c/conlead01.shtml),3:16,N,"35,618",1.06,-,
9,"Sunday, Apr 7 (https://www.baseball-reference.com/boxes/?date=2019-04-07)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904070.shtml),ATL,,MIA (https://www.baseball-reference.com/teams/MIA/2019.shtml),W-wo,4,3,,5-4,3,1.5,Vizcaíno (https://www.baseball-reference.com/players/v/vizcaar01.shtml),Conley (https://www.baseball-reference.com/players/c/conlead01.shtml),,2:33,D,"32,551",1.02,+,
10,"Monday, Apr 8 (https://www.baseball-reference.com/boxes/?date=2019-04-08)",boxscore (https://www.baseball-reference.com/boxes/COL/COL201904080.shtml),ATL,@,COL (https://www.baseball-reference.com/teams/COL/2019.shtml),W,8,6,,6-4,3,1.5,Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),Freeland (https://www.baseball-reference.com/players/f/freelky01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),2:59,N,"25,199",0.98,++,
11,"Tuesday, Apr 9 (https://www.baseball-reference.com/boxes/?date=2019-04-09)",boxscore (https://www.baseball-reference.com/boxes/COL/COL201904090.shtml),ATL,@,COL (https://www.baseball-reference.com/teams/COL/2019.shtml),W,7,1,,7-4,2,0.5,Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),Márquez (https://www.baseball-reference.com/players/m/marquge01.shtml),,3:12,N,"26,124",1.01,+++,
12,"Thursday, Apr 11 (https://www.baseball-reference.com/boxes/?date=2019-04-11)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904110.shtml),ATL,,NYM (https://www.baseball-reference.com/teams/NYM/2019.shtml),L,3,6,,7-5,3,1,Matz (https://www.baseball-reference.com/players/m/matzst01.shtml),Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),Díaz (https://www.baseball-reference.com/players/d/diazed04.shtml),3:14,N,"24,015",1.24,-,
13,"Friday, Apr 12 (https://www.baseball-reference.com/boxes/?date=2019-04-12)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904120.shtml),ATL,,NYM (https://www.baseball-reference.com/teams/NYM/2019.shtml),L,2,6,,7-6,3,2,Wheeler (https://www.baseball-reference.com/players/w/wheelza01.shtml),Wright (https://www.baseball-reference.com/players/w/wrighky01.shtml),,3:07,N,"33,334",1.19,--,
14,"Saturday, Apr 13 (https://www.baseball-reference.com/boxes/?date=2019-04-13)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904130.shtml),ATL,,NYM (https://www.baseball-reference.com/teams/NYM/2019.shtml),W,11,7,,8-6,3,1,Toussaint (https://www.baseball-reference.com/players/t/toussto01.shtml),Oswalt (https://www.baseball-reference.com/players/o/oswalco01.shtml),,3:34,N,"40,117",1.16,+,
15,"Sunday, Apr 14 (https://www.baseball-reference.com/boxes/?date=2019-04-14)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904140.shtml),ATL,,NYM (https://www.baseball-reference.com/teams/NYM/2019.shtml),W,7,3,,9-6,2,0.5,Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),deGrom (https://www.baseball-reference.com/players/d/degroja01.shtml),,3:36,N,"23,385",1.22,++,
16,"Tuesday, Apr 16 (https://www.baseball-reference.com/boxes/?date=2019-04-16)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904160.shtml),ATL,,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),L,6,9,,9-7,3,1,Hirano (https://www.baseball-reference.com/players/h/hiranyo01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),Holland (https://www.baseball-reference.com/players/h/hollagr01.shtml),3:36,N,"22,407",1.06,-,
17,"Wednesday, Apr 17 (https://www.baseball-reference.com/boxes/?date=2019-04-17)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904170.shtml),ATL,,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),L,2,3,10,9-8,3,2,Bradley (https://www.baseball-reference.com/players/b/bradlar01.shtml),Biddle (https://www.baseball-reference.com/players/b/biddlje01.shtml),Holland (https://www.baseball-reference.com/players/h/hollagr01.shtml),3:32,N,"22,356",1.05,--,
18,"Thursday, Apr 18 (https://www.baseball-reference.com/boxes/?date=2019-04-18)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904180.shtml),ATL,,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),L,1,4,,9-9,4,2,Weaver (https://www.baseball-reference.com/players/w/weavelu01.shtml),Soroka (https://www.baseball-reference.com/players/s/sorokmi01.shtml),Hirano (https://www.baseball-reference.com/players/h/hiranyo01.shtml),3:25,D,"24,193",0.99,---,
19,"Saturday, Apr 20 (https://www.baseball-reference.com/boxes/?date=2019-04-20) (1)",boxscore (https://www.baseball-reference.com/boxes/CLE/CLE201904201.shtml),ATL,@,CLE (https://www.baseball-reference.com/teams/CLE/2019.shtml),L,4,8,,9-10,3,2,Kluber (https://www.baseball-reference.com/players/k/klubeco01.shtml),Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),,3:04,D,,0.92,----,2019-04-19 (Inclement weather)
20,"Saturday, Apr 20 (https://www.baseball-reference.com/boxes/?date=2019-04-20) (2)",boxscore (https://www.baseball-reference.com/boxes/CLE/CLE201904202.shtml),ATL,@,CLE (https://www.baseball-reference.com/teams/CLE/2019.shtml),W,8,7,,10-10,3,2,Jackson (https://www.baseball-reference.com/players/j/jackslu01.shtml),Cimber (https://www.baseball-reference.com/players/c/cimbead01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),3:54,N,"23,035",0.9,+,
21,"Sunday, Apr 21 (https://www.baseball-reference.com/boxes/?date=2019-04-21)",boxscore (https://www.baseball-reference.com/boxes/CLE/CLE201904210.shtml),ATL,@,CLE (https://www.baseball-reference.com/teams/CLE/2019.shtml),W,11,5,,11-10,2,1,Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),Bieber (https://www.baseball-reference.com/players/b/biebesh01.shtml),,3:22,N,"16,039",0.97,++,
22,"Tuesday, Apr 23 (https://www.baseball-reference.com/boxes/?date=2019-04-23)",boxscore (https://www.baseball-reference.com/boxes/CIN/CIN201904230.shtml),ATL,@,CIN (https://www.baseball-reference.com/teams/CIN/2019.shtml),L,6,7,,11-11,3,1.5,Stephenson (https://www.baseball-reference.com/players/s/stephro01.shtml),Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),3:22,N,"12,789",1.01,-,
23,"Wednesday, Apr 24 (https://www.baseball-reference.com/boxes/?date=2019-04-24)",boxscore (https://www.baseball-reference.com/boxes/CIN/CIN201904240.shtml),ATL,@,CIN (https://www.baseball-reference.com/teams/CIN/2019.shtml),W,3,1,,12-11,3,0.5,Soroka (https://www.baseball-reference.com/players/s/sorokmi01.shtml),Roark (https://www.baseball-reference.com/players/r/roarkta01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),2:58,N,"12,949",1.02,+,
24,"Thursday, Apr 25 (https://www.baseball-reference.com/boxes/?date=2019-04-25)",boxscore (https://www.baseball-reference.com/boxes/CIN/CIN201904250.shtml),ATL,@,CIN (https://www.baseball-reference.com/teams/CIN/2019.shtml),L,2,4,,12-12,3,1,Castillo (https://www.baseball-reference.com/players/c/castilu02.shtml),Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),2:54,N,"14,792",1.07,-,
25,"Friday, Apr 26 (https://www.baseball-reference.com/boxes/?date=2019-04-26)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904260.shtml),ATL,,COL (https://www.baseball-reference.com/teams/COL/2019.shtml),L,4,8,,12-13,3,1.5,Senzatela (https://www.baseball-reference.com/players/s/senzaan01.shtml),Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),Davis (https://www.baseball-reference.com/players/d/daviswa01.shtml),3:21,N,"40,282",1,--,
26,"Saturday, Apr 27 (https://www.baseball-reference.com/boxes/?date=2019-04-27)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904270.shtml),ATL,,COL (https://www.baseball-reference.com/teams/COL/2019.shtml),L,5,9,,12-14,3,2.5,Shaw (https://www.baseball-reference.com/players/s/shawbr01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),,2:58,N,"38,243",0.95,---,
27,"Sunday, Apr 28 (https://www.baseball-reference.com/boxes/?date=2019-04-28)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904280.shtml),ATL,,COL (https://www.baseball-reference.com/teams/COL/2019.shtml),W,8,7,,13-14,3,2.5,Webb (https://www.baseball-reference.com/players/w/webbja01.shtml),Oh (https://www.baseball-reference.com/players/o/ohse01.shtml),Jackson (https://www.baseball-reference.com/players/j/jackslu01.shtml),3:47,D,"33,919",0.93,+,
28,"Monday, Apr 29 (https://www.baseball-reference.com/boxes/?date=2019-04-29)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904290.shtml),ATL,,SDP (https://www.baseball-reference.com/teams/SDP/2019.shtml),W,3,1,,14-14,2,2,Soroka (https://www.baseball-reference.com/players/s/sorokmi01.shtml),Margevicius (https://www.baseball-reference.com/players/m/margeni01.shtml),Webb (https://www.baseball-reference.com/players/w/webbja01.shtml),2:33,N,"19,353",0.97,++,
29,"Tuesday, Apr 30 (https://www.baseball-reference.com/boxes/?date=2019-04-30)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201904300.shtml),ATL,,SDP (https://www.baseball-reference.com/teams/SDP/2019.shtml),L,3,4,,14-15,3,2,Paddack (https://www.baseball-reference.com/players/p/paddach01.shtml),Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),Yates (https://www.baseball-reference.com/players/y/yateski01.shtml),2:42,N,"18,626",1.03,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
30,"Wednesday, May 1 (https://www.baseball-reference.com/boxes/?date=2019-05-01)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201905010.shtml),ATL,,SDP (https://www.baseball-reference.com/teams/SDP/2019.shtml),W,5,1,,15-15,2,2,Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),Quantrill (https://www.baseball-reference.com/players/q/quantca01.shtml),,2:39,N,"20,394",0.97,+,
31,"Thursday, May 2 (https://www.baseball-reference.com/boxes/?date=2019-05-02)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201905020.shtml),ATL,,SDP (https://www.baseball-reference.com/teams/SDP/2019.shtml),L,2,11,,15-16,3,2.5,Strahm (https://www.baseball-reference.com/players/s/strahma01.shtml),Foltynewicz (https://www.baseball-reference.com/players/f/foltymi01.shtml),,2:53,D,"23,746",1.04,-,
32,"Friday, May 3 (https://www.baseball-reference.com/boxes/?date=2019-05-03)",boxscore (https://www.baseball-reference.com/boxes/MIA/MIA201905030.shtml),ATL,@,MIA (https://www.baseball-reference.com/teams/MIA/2019.shtml),W,7,2,,16-16,2,2.5,Toussaint (https://www.baseball-reference.com/players/t/toussto01.shtml),Ureña (https://www.baseball-reference.com/players/u/urenajo01.shtml),,3:08,N,"7,198",0.98,+,
33,"Saturday, May 4 (https://www.baseball-reference.com/boxes/?date=2019-05-04)",boxscore (https://www.baseball-reference.com/boxes/MIA/MIA201905040.shtml),ATL,@,MIA (https://www.baseball-reference.com/teams/MIA/2019.shtml),W,9,2,,17-16,2,1.5,Soroka (https://www.baseball-reference.com/players/s/sorokmi01.shtml),Anderson (https://www.baseball-reference.com/players/a/anderni01.shtml),,3:15,N,"10,229",1.08,++,
34,"Sunday, May 5 (https://www.baseball-reference.com/boxes/?date=2019-05-05)",boxscore (https://www.baseball-reference.com/boxes/MIA/MIA201905050.shtml),ATL,@,MIA (https://www.baseball-reference.com/teams/MIA/2019.shtml),W,3,1,10,18-16,2,1.5,Tomlin (https://www.baseball-reference.com/players/t/tomlijo01.shtml),Guerrero (https://www.baseball-reference.com/players/g/guerrta01.shtml),Jackson (https://www.baseball-reference.com/players/j/jackslu01.shtml),3:29,D,"11,885",1.12,+++,
35,"Monday, May 6 (https://www.baseball-reference.com/boxes/?date=2019-05-06)",boxscore (https://www.baseball-reference.com/boxes/LAN/LAN201905060.shtml),ATL,@,LAD (https://www.baseball-reference.com/teams/LAD/2019.shtml),L,3,5,,18-17,2,1.5,Buehler (https://www.baseball-reference.com/players/b/buehlwa01.shtml),Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),Urías (https://www.baseball-reference.com/players/u/uriasju01.shtml),2:45,N,"43,393",1.15,-,
36,"Tuesday, May 7 (https://www.baseball-reference.com/boxes/?date=2019-05-07)",boxscore (https://www.baseball-reference.com/boxes/LAN/LAN201905070.shtml),ATL,@,LAD (https://www.baseball-reference.com/teams/LAD/2019.shtml),L,0,9,,18-18,2,2.5,Ryu (https://www.baseball-reference.com/players/r/ryuhy01.shtml),Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),,2:42,N,"47,337",1.15,--,
37,"Wednesday, May 8 (https://www.baseball-reference.com/boxes/?date=2019-05-08)",boxscore (https://www.baseball-reference.com/boxes/LAN/LAN201905080.shtml),ATL,@,LAD (https://www.baseball-reference.com/teams/LAD/2019.shtml),L,4,9,,18-19,2,3.5,Kershaw (https://www.baseball-reference.com/players/k/kershcl01.shtml),Foltynewicz (https://www.baseball-reference.com/players/f/foltymi01.shtml),,2:58,N,"53,707",1.03,---,
38,"Thursday, May 9 (https://www.baseball-reference.com/boxes/?date=2019-05-09)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI201905090.shtml),ATL,@,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),L-wo,2,3,10,18-20,2,4,Duplantier (https://www.baseball-reference.com/players/d/duplajo01.shtml),Minter (https://www.baseball-reference.com/players/m/minteaj01.shtml),,3:13,N,"17,751",1.02,----,
39,"Friday, May 10 (https://www.baseball-reference.com/boxes/?date=2019-05-10)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI201905100.shtml),ATL,@,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),W,2,1,,19-20,2,3,Winkler (https://www.baseball-reference.com/players/w/winklda01.shtml),López (https://www.baseball-reference.com/players/l/lopezyo01.shtml),Jackson (https://www.baseball-reference.com/players/j/jackslu01.shtml),3:00,N,"21,932",0.97,+,
40,"Saturday, May 11 (https://www.baseball-reference.com/boxes/?date=2019-05-11)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI201905110.shtml),ATL,@,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),W,6,4,,20-20,2,3,Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Venters (https://www.baseball-reference.com/players/v/ventejo01.shtml),3:09,N,"33,168",1.05,++,
41,"Sunday, May 12 (https://www.baseball-reference.com/boxes/?date=2019-05-12)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI201905120.shtml),ATL,@,ARI (https://www.baseball-reference.com/teams/ARI/2019.shtml),W,5,3,,21-20,2,3,Fried (https://www.baseball-reference.com/players/f/friedma01.shtml),Godley (https://www.baseball-reference.com/players/g/godleza01.shtml),Jackson (https://www.baseball-reference.com/players/j/jackslu01.shtml),3:21,D,"27,460",1.08,+++,
42,"Tuesday, May 14 (https://www.baseball-reference.com/boxes/?date=2019-05-14)",boxscore (https://www.baseball-reference.com/boxes/ATL/ATL201905140.shtml),ATL,,STL (https://www.baseball-reference.com/teams/STL/2019.shtml),L,3,14,,21-21,2,3.5,Flaherty (https://www.baseball-reference.com/players/f/flaheja01.shtml),Foltynewicz (https://www.baseball-reference.com/players/f/foltymi01.shtml),,3:00,N,"23,718",1.13,-,
