Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
159,"Wednesday, Sep 27 (https://www.baseball-reference.com/boxes/?date=2023-09-27)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202309270.shtml),SDP,@,SFG (https://www.baseball-reference.com/teams/SFG/2023.shtml),W,5,2,10,79-80,3,19.5,Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),Brebbia (https://www.baseball-reference.com/players/b/brebbjo01.shtml),Cosgrove (https://www.baseball-reference.com/players/c/cosgrto01.shtml),2:52,N,"32,151",0,++,
160,"Friday, Sep 29 (https://www.baseball-reference.com/boxes/?date=2023-09-29)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202309290.shtml),SDP,@,CHW (https://www.baseball-reference.com/teams/CHW/2023.shtml),W,3,2,,80-80,3,19,Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:04,N,"20,491",0.02,+++,
161,"Saturday, Sep 30 (https://www.baseball-reference.com/boxes/?date=2023-09-30)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202309300.shtml),SDP,@,CHW (https://www.baseball-reference.com/teams/CHW/2023.shtml),W,6,1,,81-80,3,18,Wacha (https://www.baseball-reference.com/players/w/wachami01.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),,2:26,N,"30,118",0,++++,
Gm#,October,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
162,"Sunday, Oct 1 (https://www.baseball-reference.com/boxes/?date=2023-10-01)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202310010.shtml),SDP,@,CHW (https://www.baseball-reference.com/teams/CHW/2023.shtml),W,2,1,11,82-80,3,18,Hill (https://www.baseball-reference.com/players/h/hillri01.shtml),Cronin (https://www.baseball-reference.com/players/c/cronide01.shtml),,3:07,D,"20,588",0,+++++,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 30 (https://www.baseball-reference.com/boxes/?date=2023-03-30)",boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202303300.shtml),SFG,@,NYY (https://www.baseball-reference.com/teams/NYY/2023.shtml),L,0,5,,0-1,3,1,Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),,2:33,D,"46,172",0.91,-,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Saturday, Apr 1 (https://www.baseball-reference.com/boxes/?date=2023-04-01)",boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202304010.shtml),SFG,@,NYY (https://www.baseball-reference.com/teams/NYY/2023.shtml),W,7,5,,1-1,3,0.5,Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),King (https://www.baseball-reference.com/players/k/kingmi01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),3:12,D,"41,642",0.84,+,
3,"Sunday, Apr 2 (https://www.baseball-reference.com/boxes/?date=2023-04-02)",boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202304020.shtml),SFG,@,NYY (https://www.baseball-reference.com/teams/NYY/2023.shtml),L,0,6,,1-2,5,0.5,Brito (https://www.baseball-reference.com/players/b/britojh01.shtml),Stripling (https://www.baseball-reference.com/players/s/stripro01.shtml),,2:27,D,"42,053",0.91,-,
4,"Monday, Apr 3 (https://www.baseball-reference.com/boxes/?date=2023-04-03)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202304030.shtml),SFG,@,CHW (https://www.baseball-reference.com/teams/CHW/2023.shtml),W,12,3,,2-2,3,0.5,DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),,2:36,D,"34,784",0.92,+,
5,"Wednesday, Apr 5 (https://www.baseball-reference.com/boxes/?date=2023-04-05)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202304050.shtml),SFG,@,CHW (https://www.baseball-reference.com/teams/CHW/2023.shtml),L,3,7,,2-3,4,1.5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),,2:49,D,"15,980",0.95,-,
6,"Thursday, Apr 6 (https://www.baseball-reference.com/boxes/?date=2023-04-06)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202304060.shtml),SFG,@,CHW (https://www.baseball-reference.com/teams/CHW/2023.shtml),W,16,6,,3-3,2,1.5,Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),,2:50,D,"18,261",0.89,+,
7,"Friday, Apr 7 (https://www.baseball-reference.com/boxes/?date=2023-04-07)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304070.shtml),SFG,,KCR (https://www.baseball-reference.com/teams/KCR/2023.shtml),L,1,3,,3-4,4,1.5,Keller (https://www.baseball-reference.com/players/k/kellebr01.shtml),Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Barlow (https://www.baseball-reference.com/players/b/barlosc01.shtml),2:23,D,"40,711",0.94,-,
8,"Saturday, Apr 8 (https://www.baseball-reference.com/boxes/?date=2023-04-08)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304080.shtml),SFG,,KCR (https://www.baseball-reference.com/teams/KCR/2023.shtml),L,5,6,,3-5,4,1.5,Clarke (https://www.baseball-reference.com/players/c/clarkta01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),Chapman (https://www.baseball-reference.com/players/c/chapmar01.shtml),2:23,D,"35,126",0.87,--,
9,"Sunday, Apr 9 (https://www.baseball-reference.com/boxes/?date=2023-04-09)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304090.shtml),SFG,,KCR (https://www.baseball-reference.com/teams/KCR/2023.shtml),W,3,1,,4-5,4,1.5,Brebbia (https://www.baseball-reference.com/players/b/brebbjo01.shtml),Yarbrough (https://www.baseball-reference.com/players/y/yarbrry01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),2:15,D,"30,207",0.84,+,
10,"Monday, Apr 10 (https://www.baseball-reference.com/boxes/?date=2023-04-10)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304100.shtml),SFG,,LAD (https://www.baseball-reference.com/teams/LAD/2023.shtml),L,1,9,,4-6,5,2.5,Urías (https://www.baseball-reference.com/players/u/uriasju01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),,2:31,N,"35,232",0.99,-,
11,"Tuesday, Apr 11 (https://www.baseball-reference.com/boxes/?date=2023-04-11)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304110.shtml),SFG,,LAD (https://www.baseball-reference.com/teams/LAD/2023.shtml),W,5,0,,5-6,4,1.5,Alexander (https://www.baseball-reference.com/players/a/alexasc02.shtml),May (https://www.baseball-reference.com/players/m/maydu01.shtml),,2:38,N,"30,768",0.88,+,
12,"Wednesday, Apr 12 (https://www.baseball-reference.com/boxes/?date=2023-04-12)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304120.shtml),SFG,,LAD (https://www.baseball-reference.com/teams/LAD/2023.shtml),L,5,10,,5-7,4,2.5,Kershaw (https://www.baseball-reference.com/players/k/kershcl01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),,3:10,N,"34,903",0.97,-,
13,"Friday, Apr 14 (https://www.baseball-reference.com/boxes/?date=2023-04-14)",boxscore (https://www.baseball-reference.com/boxes/DET/DET202304140.shtml),SFG,@,DET (https://www.baseball-reference.com/teams/DET/2023.shtml),L-wo,5,7,11,5-8,4,2.5,Cisnero (https://www.baseball-reference.com/players/c/cisnejo01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),,3:50,N,"15,289",0.82,--,
14,"Saturday, Apr 15 (https://www.baseball-reference.com/boxes/?date=2023-04-15)",boxscore (https://www.baseball-reference.com/boxes/DET/DET202304150.shtml),SFG,@,DET (https://www.baseball-reference.com/teams/DET/2023.shtml),L-wo,6,7,11,5-9,4,2.5,Shreve (https://www.baseball-reference.com/players/s/shrevch01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),,3:05,D,"18,344",0.81,---,
15,"Monday, Apr 17 (https://www.baseball-reference.com/boxes/?date=2023-04-17)",boxscore (https://www.baseball-reference.com/boxes/MIA/MIA202304170.shtml),SFG,@,MIA (https://www.baseball-reference.com/teams/MIA/2023.shtml),L,3,4,,5-10,4,4,Barnes (https://www.baseball-reference.com/players/b/barnema01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Puk (https://www.baseball-reference.com/players/p/pukaj01.shtml),2:19,N,"8,744",0.81,----,
16,"Tuesday, Apr 18 (https://www.baseball-reference.com/boxes/?date=2023-04-18)",boxscore (https://www.baseball-reference.com/boxes/MIA/MIA202304180.shtml),SFG,@,MIA (https://www.baseball-reference.com/teams/MIA/2023.shtml),L,2,4,,5-11,4,5,Cabrera (https://www.baseball-reference.com/players/c/cabreed02.shtml),Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),Puk (https://www.baseball-reference.com/players/p/pukaj01.shtml),2:27,N,"8,783",0.76,-----,
17,"Wednesday, Apr 19 (https://www.baseball-reference.com/boxes/?date=2023-04-19)",boxscore (https://www.baseball-reference.com/boxes/MIA/MIA202304190.shtml),SFG,@,MIA (https://www.baseball-reference.com/teams/MIA/2023.shtml),W,5,2,11,6-11,4,4,Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),Smeltzer (https://www.baseball-reference.com/players/s/smeltde01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:37,D,"8,272",0.66,+,
18,"Thursday, Apr 20 (https://www.baseball-reference.com/boxes/?date=2023-04-20)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304200.shtml),SFG,,NYM (https://www.baseball-reference.com/teams/NYM/2023.shtml),L,4,9,,6-12,4,4,Senga (https://www.baseball-reference.com/players/s/sengako01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,2:34,N,"24,452",0.77,-,
19,"Friday, Apr 21 (https://www.baseball-reference.com/boxes/?date=2023-04-21)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304210.shtml),SFG,,NYM (https://www.baseball-reference.com/teams/NYM/2023.shtml),L,0,7,,6-13,4,5,Lucchesi (https://www.baseball-reference.com/players/l/lucchjo01.shtml),DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),,2:15,N,"27,551",0.68,--,
20,"Saturday, Apr 22 (https://www.baseball-reference.com/boxes/?date=2023-04-22)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304220.shtml),SFG,,NYM (https://www.baseball-reference.com/teams/NYM/2023.shtml),W,7,4,,7-13,4,4,Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Peterson (https://www.baseball-reference.com/players/p/peterda01.shtml),,2:35,D,"29,912",0.62,+,
21,"Sunday, Apr 23 (https://www.baseball-reference.com/boxes/?date=2023-04-23)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304230.shtml),SFG,,NYM (https://www.baseball-reference.com/teams/NYM/2023.shtml),W,5,4,,8-13,4,3,Alexander (https://www.baseball-reference.com/players/a/alexasc02.shtml),Smith (https://www.baseball-reference.com/players/s/smithdr01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:37,D,"27,721",0.7,++,
22,"Monday, Apr 24 (https://www.baseball-reference.com/boxes/?date=2023-04-24)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304240.shtml),SFG,,STL (https://www.baseball-reference.com/teams/STL/2023.shtml),W,4,0,,9-13,4,3,Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Montgomery (https://www.baseball-reference.com/players/m/montgjo01.shtml),,2:20,N,"20,203",0.72,+++,
23,"Tuesday, Apr 25 (https://www.baseball-reference.com/boxes/?date=2023-04-25)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304250.shtml),SFG,,STL (https://www.baseball-reference.com/teams/STL/2023.shtml),W-wo,5,4,,10-13,4,2.5,Hjelle (https://www.baseball-reference.com/players/h/hjellse01.shtml),Helsley (https://www.baseball-reference.com/players/h/helslry01.shtml),,2:34,N,"20,797",0.79,++++,
24,"Wednesday, Apr 26 (https://www.baseball-reference.com/boxes/?date=2023-04-26)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304260.shtml),SFG,,STL (https://www.baseball-reference.com/teams/STL/2023.shtml),W,7,3,,11-13,4,2,DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),Hicks (https://www.baseball-reference.com/players/h/hicksjo03.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:51,N,"21,748",0.8,+++++,
25,"Thursday, Apr 27 (https://www.baseball-reference.com/boxes/?date=2023-04-27)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202304270.shtml),SFG,,STL (https://www.baseball-reference.com/teams/STL/2023.shtml),L,0,6,,11-14,4,2.5,Mikolas (https://www.baseball-reference.com/players/m/mikolmi01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),,2:44,D,"23,397",0.85,-,
26,"Saturday, Apr 29 (https://www.baseball-reference.com/boxes/?date=2023-04-29)",boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202304290.shtml),SFG,@,SDP (https://www.baseball-reference.com/teams/SDP/2023.shtml),L,11,16,,11-15,4,4,Cosgrove (https://www.baseball-reference.com/players/c/cosgrto01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),3:44,N,"19,611",0.83,--,
27,"Sunday, Apr 30 (https://www.baseball-reference.com/boxes/?date=2023-04-30)",boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202304300.shtml),SFG,@,SDP (https://www.baseball-reference.com/teams/SDP/2023.shtml),L,4,6,,11-16,4,4,García (https://www.baseball-reference.com/players/g/garcilu03.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),2:52,D,"19,633",0.77,---,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,"Monday, May 1 (https://www.baseball-reference.com/boxes/?date=2023-05-01)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU202305010.shtml),SFG,@,HOU (https://www.baseball-reference.com/teams/HOU/2023.shtml),L,3,7,,11-17,4,5,Stanek (https://www.baseball-reference.com/players/s/stanery01.shtml),Hjelle (https://www.baseball-reference.com/players/h/hjellse01.shtml),,2:38,N,"30,915",0.66,----,
29,"Tuesday, May 2 (https://www.baseball-reference.com/boxes/?date=2023-05-02)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU202305020.shtml),SFG,@,HOU (https://www.baseball-reference.com/teams/HOU/2023.shtml),W,2,0,,12-17,4,5,DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),Brown (https://www.baseball-reference.com/players/b/brownhu01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:39,N,"31,701",0.61,+,
30,"Wednesday, May 3 (https://www.baseball-reference.com/boxes/?date=2023-05-03)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU202305030.shtml),SFG,@,HOU (https://www.baseball-reference.com/teams/HOU/2023.shtml),W,4,2,,13-17,4,5,Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Valdez (https://www.baseball-reference.com/players/v/valdefr01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:14,D,"40,405",0.66,++,
31,"Friday, May 5 (https://www.baseball-reference.com/boxes/?date=2023-05-05)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305050.shtml),SFG,,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),W,6,4,,14-17,4,4,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Burnes (https://www.baseball-reference.com/players/b/burneco01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:37,N,"28,614",0.77,+++,
32,"Saturday, May 6 (https://www.baseball-reference.com/boxes/?date=2023-05-06)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305060.shtml),SFG,,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),W,4,1,,15-17,4,4,Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Rea (https://www.baseball-reference.com/players/r/reaco01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:30,D,"26,387",0.86,++++,
33,"Sunday, May 7 (https://www.baseball-reference.com/boxes/?date=2023-05-07)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305070.shtml),SFG,,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),L,3,7,,15-18,4,5,Payamps (https://www.baseball-reference.com/players/p/payamjo01.shtml),Stripling (https://www.baseball-reference.com/players/s/stripro01.shtml),,2:51,D,"34,603",0.9,-,
34,"Monday, May 8 (https://www.baseball-reference.com/boxes/?date=2023-05-08)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305080.shtml),SFG,,WSN (https://www.baseball-reference.com/teams/WSN/2023.shtml),L,1,5,,15-19,4,5,Irvin (https://www.baseball-reference.com/players/i/irvinja01.shtml),DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),,2:14,N,"20,502",0.82,--,
35,"Tuesday, May 9 (https://www.baseball-reference.com/boxes/?date=2023-05-09)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305090.shtml),SFG,,WSN (https://www.baseball-reference.com/teams/WSN/2023.shtml),W,4,1,,16-19,4,5,Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Corbin (https://www.baseball-reference.com/players/c/corbipa01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:22,N,"22,028",0.71,+,
36,"Wednesday, May 10 (https://www.baseball-reference.com/boxes/?date=2023-05-10)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305100.shtml),SFG,,WSN (https://www.baseball-reference.com/teams/WSN/2023.shtml),L,6,11,,16-20,4,6,Gray (https://www.baseball-reference.com/players/g/grayjo03.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),,2:29,D,"21,283",0.79,-,
37,"Thursday, May 11 (https://www.baseball-reference.com/boxes/?date=2023-05-11)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202305110.shtml),SFG,@,ARI (https://www.baseball-reference.com/teams/ARI/2023.shtml),W,6,2,,17-20,4,5.5,Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Henry (https://www.baseball-reference.com/players/h/henryto01.shtml),,2:45,N,"15,582",0.78,+,
38,"Friday, May 12 (https://www.baseball-reference.com/boxes/?date=2023-05-12)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202305120.shtml),SFG,@,ARI (https://www.baseball-reference.com/teams/ARI/2023.shtml),L,5,7,,17-21,4,6.5,Misiewicz (https://www.baseball-reference.com/players/m/misiean01.shtml),Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),Castro (https://www.baseball-reference.com/players/c/castrmi01.shtml),2:56,N,"19,266",0.88,-,
39,"Saturday, May 13 (https://www.baseball-reference.com/boxes/?date=2023-05-13)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202305130.shtml),SFG,@,ARI (https://www.baseball-reference.com/teams/ARI/2023.shtml),L,2,7,,17-22,4,7.5,Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),,2:34,N,"25,147",0.79,--,
40,"Sunday, May 14 (https://www.baseball-reference.com/boxes/?date=2023-05-14)",boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202305140.shtml),SFG,@,ARI (https://www.baseball-reference.com/teams/ARI/2023.shtml),L-wo,1,2,,17-23,4,8.5,Castro (https://www.baseball-reference.com/players/c/castrmi01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),,2:24,D,"26,267",0.74,---,
41,"Monday, May 15 (https://www.baseball-reference.com/boxes/?date=2023-05-15)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305150.shtml),SFG,,PHI (https://www.baseball-reference.com/teams/PHI/2023.shtml),W,6,3,,18-23,4,8.5,Alexander (https://www.baseball-reference.com/players/a/alexasc02.shtml),Falter (https://www.baseball-reference.com/players/f/falteba01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:33,N,"23,819",0.65,+,
42,"Tuesday, May 16 (https://www.baseball-reference.com/boxes/?date=2023-05-16)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305160.shtml),SFG,,PHI (https://www.baseball-reference.com/teams/PHI/2023.shtml),W,4,3,,19-23,4,7.5,Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),Wheeler (https://www.baseball-reference.com/players/w/wheelza01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:42,N,"24,304",0.67,++,
43,"Wednesday, May 17 (https://www.baseball-reference.com/boxes/?date=2023-05-17)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305170.shtml),SFG,,PHI (https://www.baseball-reference.com/teams/PHI/2023.shtml),W,7,4,,20-23,3,7.5,Brebbia (https://www.baseball-reference.com/players/b/brebbjo01.shtml),Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:55,D,"25,303",0.76,+++,
44,"Friday, May 19 (https://www.baseball-reference.com/boxes/?date=2023-05-19)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305190.shtml),SFG,,MIA (https://www.baseball-reference.com/teams/MIA/2023.shtml),W,4,3,,21-23,3,7,Alexander (https://www.baseball-reference.com/players/a/alexasc02.shtml),Alcántara (https://www.baseball-reference.com/players/a/alcansa01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),2:24,N,"30,673",0.83,++++,
45,"Saturday, May 20 (https://www.baseball-reference.com/boxes/?date=2023-05-20)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305200.shtml),SFG,,MIA (https://www.baseball-reference.com/teams/MIA/2023.shtml),L,0,1,,21-24,3,7,Chargois (https://www.baseball-reference.com/players/c/chargjt01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerty01.shtml),Floro (https://www.baseball-reference.com/players/f/florody01.shtml),2:16,D,"31,993",0.88,-,
46,"Sunday, May 21 (https://www.baseball-reference.com/boxes/?date=2023-05-21)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305210.shtml),SFG,,MIA (https://www.baseball-reference.com/teams/MIA/2023.shtml),W,7,5,,22-24,3,6,Walker (https://www.baseball-reference.com/players/w/walkery01.shtml),Luzardo (https://www.baseball-reference.com/players/l/luzarje01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:24,D,"28,936",0.83,+,
47,"Monday, May 22 (https://www.baseball-reference.com/boxes/?date=2023-05-22)",boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202305220.shtml),SFG,@,MIN (https://www.baseball-reference.com/teams/MIN/2023.shtml),W,4,1,,23-24,3,6,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Ober (https://www.baseball-reference.com/players/o/oberba01.shtml),Alexander (https://www.baseball-reference.com/players/a/alexasc02.shtml),2:39,N,"16,627",0.84,++,
48,"Tuesday, May 23 (https://www.baseball-reference.com/boxes/?date=2023-05-23)",boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202305230.shtml),SFG,@,MIN (https://www.baseball-reference.com/teams/MIN/2023.shtml),W,4,3,,24-24,3,6,Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),López (https://www.baseball-reference.com/players/l/lopezjo02.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:40,N,"20,790",0.87,+++,
49,"Wednesday, May 24 (https://www.baseball-reference.com/boxes/?date=2023-05-24)",boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202305240.shtml),SFG,@,MIN (https://www.baseball-reference.com/teams/MIN/2023.shtml),L,1,7,,24-25,3,6,Ryan (https://www.baseball-reference.com/players/r/ryanjo04.shtml),DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),,2:52,D,"23,464",0.9,-,
50,"Thursday, May 25 (https://www.baseball-reference.com/boxes/?date=2023-05-25)",boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202305250.shtml),SFG,@,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),W,5,0,,25-25,3,5.5,Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),Teheran (https://www.baseball-reference.com/players/t/teherju01.shtml),,2:46,N,"24,536",0.97,+,
51,"Friday, May 26 (https://www.baseball-reference.com/boxes/?date=2023-05-26)",boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202305260.shtml),SFG,@,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),W,15,1,,26-25,3,4.5,Wood (https://www.baseball-reference.com/players/w/woodal02.shtml),Peralta (https://www.baseball-reference.com/players/p/peralfr01.shtml),Beck (https://www.baseball-reference.com/players/b/becktr01.shtml),2:42,N,"30,347",1,++,
52,"Saturday, May 27 (https://www.baseball-reference.com/boxes/?date=2023-05-27)",boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202305270.shtml),SFG,@,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),W,3,1,,27-25,3,4.5,Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Strzelecki (https://www.baseball-reference.com/players/s/strzepe01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),2:33,D,"39,269",1.07,+++,
53,"Sunday, May 28 (https://www.baseball-reference.com/boxes/?date=2023-05-28)",boxscore (https://www.baseball-reference.com/boxes/MIL/MIL202305280.shtml),SFG,@,MIL (https://www.baseball-reference.com/teams/MIL/2023.shtml),L,5,7,,27-26,3,4.5,Rea (https://www.baseball-reference.com/players/r/reaco01.shtml),Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Williams (https://www.baseball-reference.com/players/w/willide03.shtml),2:47,D,"34,581",1.11,-,
54,"Monday, May 29 (https://www.baseball-reference.com/boxes/?date=2023-05-29)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305290.shtml),SFG,,PIT (https://www.baseball-reference.com/teams/PIT/2023.shtml),W,14,4,,28-26,3,4.5,DeSclafani (https://www.baseball-reference.com/players/d/desclan01.shtml),Hill (https://www.baseball-reference.com/players/h/hillri01.shtml),,2:20,D,"39,323",1.08,+,
55,"Tuesday, May 30 (https://www.baseball-reference.com/boxes/?date=2023-05-30)",boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202305300.shtml),SFG,,PIT (https://www.baseball-reference.com/teams/PIT/2023.shtml),L,1,2,,28-27,3,5.5,Moreta (https://www.baseball-reference.com/players/m/moretda01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Bednar (https://www.baseball-reference.com/players/b/bednada01.shtml),2:44,N,"24,166",1.1,-,
