Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
70,2022/06/21,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202206210.shtml),ARI,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),L-wo,2,3,11,32-38,4,11,Hill (https://www.baseball-reference.com/players/h/hillti01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),,3:55,N,"31,528",0.41,--,
71,2022/06/22,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202206220.shtml),ARI,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),L,4,10,,32-39,4,12,Morejón (https://www.baseball-reference.com/players/m/morejad01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),3:33,D,"31,024",0.42,---,
72,2022/06/24,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202206240.shtml),ARI,,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,1,5,,32-40,4,13.5,García (https://www.baseball-reference.com/players/g/garciro03.shtml),Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),,2:46,N,"22,064",0.3,----,
73,2022/06/25,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202206250.shtml),ARI,,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,3,6,,32-41,4,13.5,Alexander (https://www.baseball-reference.com/players/a/alexaty01.shtml),Mantiply (https://www.baseball-reference.com/players/m/mantijo01.shtml),Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),2:54,N,"23,129",0.26,-----,
74,2022/06/26,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202206260.shtml),ARI,,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,11,7,,33-41,4,13.5,Wendelken (https://www.baseball-reference.com/players/w/wendejb01.shtml),Vest (https://www.baseball-reference.com/players/v/vestwi01.shtml),,3:36,D,"22,529",0.22,+,
75,2022/06/28,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202206280.shtml),ARI,,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),W-wo,7,6,,34-41,4,12,Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),,3:38,N,"19,904",0.29,++,
76,2022/06/29,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202206290.shtml),ARI,,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),L,0,4,,34-42,4,13,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Martinez (https://www.baseball-reference.com/players/m/martini01.shtml),3:12,D,"20,109",0.35,-,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
77,2022/07/01,boxscore (https://www.baseball-reference.com/boxes/COL/COL202207010.shtml),ARI,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,9,3,,35-42,4,13.5,Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Senzatela (https://www.baseball-reference.com/players/s/senzaan01.shtml),,2:42,N,"47,588",0.27,+,
78,2022/07/02,boxscore (https://www.baseball-reference.com/boxes/COL/COL202207020.shtml),ARI,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,7,11,,35-43,4,14.5,Gomber (https://www.baseball-reference.com/players/g/gombeau01.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),,2:47,N,"48,331",0.29,-,
79,2022/07/03,boxscore (https://www.baseball-reference.com/boxes/COL/COL202207030.shtml),ARI,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,5,6,,35-44,4,14.5,Bird (https://www.baseball-reference.com/players/b/birdja01.shtml),Ramirez (https://www.baseball-reference.com/players/r/ramirno01.shtml),Bard (https://www.baseball-reference.com/players/b/bardda01.shtml),3:09,D,"33,479",0.29,--,
80,2022/07/04,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207040.shtml),ARI,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,8,3,,36-44,4,14.5,Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Rodón (https://www.baseball-reference.com/players/r/rodonca01.shtml),,3:13,D,"27,752",0.24,+,
81,2022/07/05,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207050.shtml),ARI,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,6,2,,37-44,4,14.5,Smith (https://www.baseball-reference.com/players/s/smithca03.shtml),Leone (https://www.baseball-reference.com/players/l/leonedo01.shtml),,3:07,N,"14,467",0.29,++,
82,2022/07/06,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207060.shtml),ARI,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L,5,7,,37-45,4,15.5,Brebbia (https://www.baseball-reference.com/players/b/brebbjo01.shtml),Mantiply (https://www.baseball-reference.com/players/m/mantijo01.shtml),Long (https://www.baseball-reference.com/players/l/longsa01.shtml),3:23,N,"13,445",0.31,-,
83,2022/07/07,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207070.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,3,4,,37-46,4,16.5,Estévez (https://www.baseball-reference.com/players/e/estevca01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),Bard (https://www.baseball-reference.com/players/b/bardda01.shtml),2:57,N,"11,727",0.24,--,
84,2022/07/08,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207080.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,5,6,,37-47,4,17.5,Kuhl (https://www.baseball-reference.com/players/k/kuhlch01.shtml),Poppen (https://www.baseball-reference.com/players/p/poppese01.shtml),Colomé (https://www.baseball-reference.com/players/c/colomal01.shtml),3:28,N,"15,524",0.21,---,
85,2022/07/09,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207090.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,9,2,,38-47,4,17.5,Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Freeland (https://www.baseball-reference.com/players/f/freelky01.shtml),,3:03,D,"21,819",0.17,+,
86,2022/07/10,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207100.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,2,3,,38-48,4,18.5,Márquez (https://www.baseball-reference.com/players/m/marquge01.shtml),Middleton (https://www.baseball-reference.com/players/m/middlke01.shtml),Bard (https://www.baseball-reference.com/players/b/bardda01.shtml),2:43,D,"18,126",0.19,-,
87,2022/07/11,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202207110.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,4,3,,39-48,4,18,Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:46,N,"25,325",0.16,+,
88,2022/07/12,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202207120.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L,0,13,,39-49,4,18,Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),,2:45,N,"23,353",0.22,-,
89,2022/07/13,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202207130.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L-wo,3,4,,39-50,5,19,Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),,3:05,D,"27,055",0.18,--,
90,2022/07/15,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207150.shtml),ARI,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),L,3,5,,39-51,5,20.5,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:04,N,"41,302",0.16,---,
91,2022/07/16,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207160.shtml),ARI,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),L,3,4,,39-52,5,21.5,Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Ramirez (https://www.baseball-reference.com/players/r/ramirno01.shtml),Rogers (https://www.baseball-reference.com/players/r/rogerta01.shtml),3:02,N,"42,384",0.12,----,
92,2022/07/17,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202207170.shtml),ARI,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),W,3,1,,40-52,5,21,Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:20,D,"36,428",0.08,+,
93,2022/07/22,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207220.shtml),ARI,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),W,10,1,,41-52,5,21.5,Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),Corbin (https://www.baseball-reference.com/players/c/corbipa01.shtml),,2:46,N,"17,819",0.09,++,
94,2022/07/23,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207230.shtml),ARI,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),W,7,2,,42-52,5,21.5,Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Sánchez (https://www.baseball-reference.com/players/s/sanchan01.shtml),,2:44,N,"37,802",0.12,+++,
95,2022/07/24,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207240.shtml),ARI,,WSN (https://www.baseball-reference.com/teams/WSN/2022.shtml),L,3,4,,42-53,5,22.5,Edwards (https://www.baseball-reference.com/players/e/edwarca01.shtml),Mantiply (https://www.baseball-reference.com/players/m/mantijo01.shtml),Finnegan (https://www.baseball-reference.com/players/f/finneky01.shtml),3:44,D,"20,278",0.14,-,
96,2022/07/25,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207250.shtml),ARI,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,7,0,,43-53,5,21.5,Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),,2:43,N,"16,100",0.14,+,
97,2022/07/26,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207260.shtml),ARI,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,7,3,,44-53,4,20.5,Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),Rodón (https://www.baseball-reference.com/players/r/rodonca01.shtml),,3:10,N,"16,989",0.18,++,
98,2022/07/27,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202207270.shtml),ARI,,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,5,3,,45-53,4,20.5,Ramirez (https://www.baseball-reference.com/players/r/ramirno01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:03,D,"17,043",0.21,+++,
99,2022/07/29,boxscore (https://www.baseball-reference.com/boxes/ATL/ATL202207290.shtml),ARI,@,ATL (https://www.baseball-reference.com/teams/ATL/2022.shtml),L,2,5,,45-54,4,22,Wright (https://www.baseball-reference.com/players/w/wrighky01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Jansen (https://www.baseball-reference.com/players/j/janseke01.shtml),2:40,N,"41,536",0.22,-,
100,2022/07/30,boxscore (https://www.baseball-reference.com/boxes/ATL/ATL202207300.shtml),ARI,@,ATL (https://www.baseball-reference.com/teams/ATL/2022.shtml),L,2,6,,45-55,4,22,Anderson (https://www.baseball-reference.com/players/a/anderia01.shtml),Martin (https://www.baseball-reference.com/players/m/martico02.shtml),,2:51,N,"41,682",0.16,--,
101,2022/07/31,boxscore (https://www.baseball-reference.com/boxes/ATL/ATL202207310.shtml),ARI,@,ATL (https://www.baseball-reference.com/teams/ATL/2022.shtml),L-wo,0,1,,45-56,4,23,Jansen (https://www.baseball-reference.com/players/j/janseke01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),,2:52,D,"39,005",0.11,---,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
102,2022/08/01,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202208010.shtml),ARI,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L-wo,5,6,11,45-57,4,24,Hentges (https://www.baseball-reference.com/players/h/hentgsa01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),,3:42,N,"13,707",0.09,----,
103,2022/08/02,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202208020.shtml),ARI,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),W,6,3,,46-57,4,24,Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),McKenzie (https://www.baseball-reference.com/players/m/mckentr01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),2:50,N,"14,471",0.06,+,
104,2022/08/03,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202208030.shtml),ARI,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,4,7,,46-58,4,25,Bieber (https://www.baseball-reference.com/players/b/biebesh01.shtml),Henry (https://www.baseball-reference.com/players/h/henryto01.shtml),,3:03,D,"18,642",0.08,-,
105,2022/08/05,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208050.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,6,5,,47-58,4,25.5,Devenski (https://www.baseball-reference.com/players/d/devench02.shtml),Colomé (https://www.baseball-reference.com/players/c/colomal01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),3:02,N,"17,720",0.05,+,
106,2022/08/06,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208060.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,2,3,,47-59,4,26.5,Estévez (https://www.baseball-reference.com/players/e/estevca01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),Bard (https://www.baseball-reference.com/players/b/bardda01.shtml),2:33,N,"21,146",0.07,-,
107,2022/08/07,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208070.shtml),ARI,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,6,4,,48-59,4,26.5,Devenski (https://www.baseball-reference.com/players/d/devench02.shtml),Colomé (https://www.baseball-reference.com/players/c/colomal01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:17,D,"20,644",0.04,+,
108,2022/08/08,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208080.shtml),ARI,,PIT (https://www.baseball-reference.com/teams/PIT/2022.shtml),W,3,0,,49-59,4,26,Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),Banuelos (https://www.baseball-reference.com/players/b/banuema01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),2:36,N,"11,275",0.05,++,
109,2022/08/09,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208090.shtml),ARI,,PIT (https://www.baseball-reference.com/teams/PIT/2022.shtml),W,6,4,,50-59,4,26,Henry (https://www.baseball-reference.com/players/h/henryto01.shtml),Thompson (https://www.baseball-reference.com/players/t/thompza01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:00,N,"12,901",0.08,+++,
110,2022/08/10,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208100.shtml),ARI,,PIT (https://www.baseball-reference.com/teams/PIT/2022.shtml),L,4,6,,50-60,4,27,Keller (https://www.baseball-reference.com/players/k/kellemi03.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),Stout (https://www.baseball-reference.com/players/s/stouter01.shtml),3:12,N,"12,714",0.06,-,
111,2022/08/11,boxscore (https://www.baseball-reference.com/boxes/ARI/ARI202208110.shtml),ARI,,PIT (https://www.baseball-reference.com/teams/PIT/2022.shtml),W,9,3,,51-60,4,26.5,Ginkel (https://www.baseball-reference.com/players/g/ginkeke01.shtml),De Jong (https://www.baseball-reference.com/players/d/dejonch01.shtml),,3:20,D,"12,725",0.05,+,
112,2022/08/12,boxscore (https://www.baseball-reference.com/boxes/COL/COL202208120.shtml),ARI,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,3,5,,51-61,4,27.5,Lamet (https://www.baseball-reference.com/players/l/lametdi01.shtml),Devenski (https://www.baseball-reference.com/players/d/devench02.shtml),Estévez (https://www.baseball-reference.com/players/e/estevca01.shtml),2:33,N,"32,055",0.06,-,
113,2022/08/13,boxscore (https://www.baseball-reference.com/boxes/COL/COL202208130.shtml),ARI,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,6,0,,52-61,4,27.5,Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),Ureña (https://www.baseball-reference.com/players/u/urenajo01.shtml),,2:47,N,"35,233",0.04,+,
114,2022/08/14,boxscore (https://www.baseball-reference.com/boxes/COL/COL202208140.shtml),ARI,@,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,7,4,,53-61,4,26.5,Henry (https://www.baseball-reference.com/players/h/henryto01.shtml),Feltner (https://www.baseball-reference.com/players/f/feltnry01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),3:08,D,"32,442",0.06,++,
115,2022/08/15,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208150.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L,1,6,,53-62,4,27.5,Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),Bumgarner (https://www.baseball-reference.com/players/b/bumgama01.shtml),,3:00,N,"20,694",0.08,-,
116,2022/08/16,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208160.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),L-wo,1,2,,53-63,4,27.5,Brebbia (https://www.baseball-reference.com/players/b/brebbjo01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),,2:46,N,"20,897",0.05,--,
117,2022/08/17,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208170.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,3,2,,54-63,4,27.5,Ramirez (https://www.baseball-reference.com/players/r/ramirno01.shtml),Leone (https://www.baseball-reference.com/players/l/leonedo01.shtml),Melancon (https://www.baseball-reference.com/players/m/melanma01.shtml),3:07,N,"22,649",0.04,+,
118,2022/08/18,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202208180.shtml),ARI,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,5,0,,55-63,4,26.5,Gallen (https://www.baseball-reference.com/players/g/galleza01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),,2:55,D,"26,197",0.05,++,
