Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
154,"Saturday, Sep 23 (https://www.baseball-reference.com/boxes/?date=2017-09-23)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA201709230.shtml),KCR,@,CHW (https://www.baseball-reference.com/teams/CHW/2017.shtml),W,8,2,,76-78,3,20.5,Duffy (https://www.baseball-reference.com/players/d/duffyda01.shtml),Covey (https://www.baseball-reference.com/players/c/coveydy01.shtml),,3:02,N,"20,306",0.16,+,
155,"Sunday, Sep 24 (https://www.baseball-reference.com/boxes/?date=2017-09-24)",boxscore (https://www.baseball-reference.com/boxes/CHA/CHA201709240.shtml),KCR,@,CHW (https://www.baseball-reference.com/teams/CHW/2017.shtml),L,1,8,,76-79,3,21.5,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),,2:42,D,"18,791",0.14,-,
156,"Monday, Sep 25 (https://www.baseball-reference.com/boxes/?date=2017-09-25)",boxscore (https://www.baseball-reference.com/boxes/NYA/NYA201709250.shtml),KCR,@,NYY (https://www.baseball-reference.com/teams/NYY/2017.shtml),L,3,11,,76-80,3,22,Sabathia (https://www.baseball-reference.com/players/s/sabatc.01.shtml),Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),,2:51,D,"40,023",0.02,--,2017-05-25 (Rain)
157,"Tuesday, Sep 26 (https://www.baseball-reference.com/boxes/?date=2017-09-26)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201709260.shtml),KCR,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),W,2,1,,77-80,3,21,Vargas (https://www.baseball-reference.com/players/v/vargaja01.shtml),Sánchez (https://www.baseball-reference.com/players/s/sanchan01.shtml),Minor (https://www.baseball-reference.com/players/m/minormi01.shtml),2:31,N,"20,613",0,+,
158,"Wednesday, Sep 27 (https://www.baseball-reference.com/boxes/?date=2017-09-27)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201709270.shtml),KCR,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),W,7,4,,78-80,3,21,Alexander (https://www.baseball-reference.com/players/a/alexasc02.shtml),VerHagen (https://www.baseball-reference.com/players/v/verhadr01.shtml),Minor (https://www.baseball-reference.com/players/m/minormi01.shtml),3:12,N,"21,319",0,++,
159,"Thursday, Sep 28 (https://www.baseball-reference.com/boxes/?date=2017-09-28)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201709280.shtml),KCR,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),L,1,4,,78-81,3,22,Norris (https://www.baseball-reference.com/players/n/norrida01.shtml),Duffy (https://www.baseball-reference.com/players/d/duffyda01.shtml),Greene (https://www.baseball-reference.com/players/g/greensh02.shtml),2:44,N,"21,650",0,-,
160,"Friday, Sep 29 (https://www.baseball-reference.com/boxes/?date=2017-09-29)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201709290.shtml),KCR,,ARI (https://www.baseball-reference.com/teams/ARI/2017.shtml),W,2,1,,79-81,3,22,Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),Greinke (https://www.baseball-reference.com/players/g/greinza01.shtml),Minor (https://www.baseball-reference.com/players/m/minormi01.shtml),2:59,N,"23,488",0,+,
161,"Saturday, Sep 30 (https://www.baseball-reference.com/boxes/?date=2017-09-30)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201709300.shtml),KCR,,ARI (https://www.baseball-reference.com/teams/ARI/2017.shtml),W,4,3,,80-81,3,21,Junis (https://www.baseball-reference.com/players/j/junisja01.shtml),Bradley (https://www.baseball-reference.com/players/b/bradlar01.shtml),Minor (https://www.baseball-reference.com/players/m/minormi01.shtml),2:44,N,"32,727",0,++,
Gm#,October,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
162,"Sunday, Oct 1 (https://www.baseball-reference.com/boxes/?date=2017-10-01)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201710010.shtml),KCR,,ARI (https://www.baseball-reference.com/teams/ARI/2017.shtml),L,2,14,,80-82,3,22,Banda (https://www.baseball-reference.com/players/b/bandaan01.shtml),Vargas (https://www.baseball-reference.com/players/v/vargaja01.shtml),,3:31,D,"32,277",0,-,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3 (https://www.baseball-reference.com/boxes/?date=2017-04-03)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201704030.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),L,2,4,,0-1,3,1,Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),Nolasco (https://www.baseball-reference.com/players/n/nolasri01.shtml),Casilla (https://www.baseball-reference.com/players/g/garcija01.shtml),2:56,N,"36,067",1.05,-,
2,"Tuesday, Apr 4 (https://www.baseball-reference.com/boxes/?date=2017-04-04)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201704040.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),W,7,6,,1-1,2,1,Bailey (https://www.baseball-reference.com/players/b/bailean01.shtml),Dull (https://www.baseball-reference.com/players/d/dullry01.shtml),Bedrosian (https://www.baseball-reference.com/players/b/bedroca01.shtml),3:17,N,"11,225",1.02,+,
3,"Wednesday, Apr 5 (https://www.baseball-reference.com/boxes/?date=2017-04-05)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201704050.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),W,5,0,,2-1,2,1,Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),Cotton (https://www.baseball-reference.com/players/c/cottojh01.shtml),,3:15,N,"13,405",1.08,++,
4,"Thursday, Apr 6 (https://www.baseball-reference.com/boxes/?date=2017-04-06)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201704060.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),L,1,5,,2-2,2,1,Triggs (https://www.baseball-reference.com/players/t/triggan01.shtml),Skaggs (https://www.baseball-reference.com/players/s/skaggty01.shtml),,2:44,D,"13,292",1.15,-,
5,"Friday, Apr 7 (https://www.baseball-reference.com/boxes/?date=2017-04-07)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704070.shtml),LAA,,SEA (https://www.baseball-reference.com/teams/SEA/2017.shtml),W,5,1,,3-2,1,Tied,Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Gallardo (https://www.baseball-reference.com/players/g/gallayo01.shtml),,2:56,N,"43,911",1.09,+,
6,"Saturday, Apr 8 (https://www.baseball-reference.com/boxes/?date=2017-04-08)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704080.shtml),LAA,,SEA (https://www.baseball-reference.com/teams/SEA/2017.shtml),W,5,4,,4-2,1,up 1.0,Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),Scribner (https://www.baseball-reference.com/players/s/scribev01.shtml),Bedrosian (https://www.baseball-reference.com/players/b/bedroca01.shtml),3:05,N,"42,668",1.12,++,
7,"Sunday, Apr 9 (https://www.baseball-reference.com/boxes/?date=2017-04-09)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704090.shtml),LAA,,SEA (https://www.baseball-reference.com/teams/SEA/2017.shtml),W-wo,10,9,,5-2,1,up 1.0,Bailey (https://www.baseball-reference.com/players/b/bailean01.shtml),Díaz (https://www.baseball-reference.com/players/d/diazed04.shtml),,3:27,D,"37,175",1.17,+++,
8,"Tuesday, Apr 11 (https://www.baseball-reference.com/boxes/?date=2017-04-11)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704110.shtml),LAA,,TEX (https://www.baseball-reference.com/teams/TEX/2017.shtml),W-wo,6,5,10,6-2,1,up 1.5,Bedrosian (https://www.baseball-reference.com/players/b/bedroca01.shtml),Jeffress (https://www.baseball-reference.com/players/j/jeffrje01.shtml),,3:33,N,"34,044",1.26,++++,
9,"Wednesday, Apr 12 (https://www.baseball-reference.com/boxes/?date=2017-04-12)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704120.shtml),LAA,,TEX (https://www.baseball-reference.com/teams/TEX/2017.shtml),L,3,8,,6-3,1,up 0.5,Griffin (https://www.baseball-reference.com/players/g/griffaj01.shtml),Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Leclerc (https://www.baseball-reference.com/players/l/leclejo01.shtml),2:59,N,"34,599",1.26,-,
10,"Thursday, Apr 13 (https://www.baseball-reference.com/boxes/?date=2017-04-13)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704130.shtml),LAA,,TEX (https://www.baseball-reference.com/teams/TEX/2017.shtml),L,3,8,,6-4,1,Tied,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Nolasco (https://www.baseball-reference.com/players/n/nolasri01.shtml),,3:14,D,"30,255",1.24,--,
11,"Friday, Apr 14 (https://www.baseball-reference.com/boxes/?date=2017-04-14)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201704140.shtml),LAA,@,KCR (https://www.baseball-reference.com/teams/KCR/2017.shtml),L,1,7,,6-5,2,1,Duffy (https://www.baseball-reference.com/players/d/duffyda01.shtml),Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),,2:37,N,"26,838",1.08,---,
12,"Saturday, Apr 15 (https://www.baseball-reference.com/boxes/?date=2017-04-15)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201704150.shtml),LAA,@,KCR (https://www.baseball-reference.com/teams/KCR/2017.shtml),L,2,3,,6-6,2,2,Soria (https://www.baseball-reference.com/players/s/soriajo01.shtml),Álvarez (https://www.baseball-reference.com/players/a/alvarjo02.shtml),Herrera (https://www.baseball-reference.com/players/h/herreke01.shtml),3:16,N,"24,162",1.06,----,
13,"Sunday, Apr 16 (https://www.baseball-reference.com/boxes/?date=2017-04-16)",boxscore (https://www.baseball-reference.com/boxes/KCA/KCA201704160.shtml),LAA,@,KCR (https://www.baseball-reference.com/teams/KCR/2017.shtml),L-wo,0,1,,6-7,2,2.5,Herrera (https://www.baseball-reference.com/players/h/herreke01.shtml),Parker (https://www.baseball-reference.com/players/p/parkebl01.shtml),,2:37,D,"27,950",1.01,-----,
14,"Monday, Apr 17 (https://www.baseball-reference.com/boxes/?date=2017-04-17)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU201704170.shtml),LAA,@,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),L,0,3,,6-8,2,3.5,Morton (https://www.baseball-reference.com/players/m/mortoch02.shtml),Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Giles (https://www.baseball-reference.com/players/g/gileske01.shtml),2:36,N,"23,501",1.16,------,
15,"Tuesday, Apr 18 (https://www.baseball-reference.com/boxes/?date=2017-04-18)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU201704180.shtml),LAA,@,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),W,5,2,,7-8,2,2.5,Nolasco (https://www.baseball-reference.com/players/n/nolasri01.shtml),Musgrove (https://www.baseball-reference.com/players/m/musgrjo01.shtml),Bedrosian (https://www.baseball-reference.com/players/b/bedroca01.shtml),3:05,N,"21,760",1.08,+,
16,"Wednesday, Apr 19 (https://www.baseball-reference.com/boxes/?date=2017-04-19)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU201704190.shtml),LAA,@,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),L,1,5,,7-9,3,3.5,Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),,2:47,N,"24,028",1.15,-,
17,"Thursday, Apr 20 (https://www.baseball-reference.com/boxes/?date=2017-04-20)",boxscore (https://www.baseball-reference.com/boxes/HOU/HOU201704200.shtml),LAA,@,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),L,1,2,,7-10,3,4.5,McCullers (https://www.baseball-reference.com/players/m/mcculla02.shtml),Shoemaker (https://www.baseball-reference.com/players/s/shoemma01.shtml),Devenski (https://www.baseball-reference.com/players/d/devench02.shtml),2:37,D,"23,173",1.1,--,
18,"Friday, Apr 21 (https://www.baseball-reference.com/boxes/?date=2017-04-21)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704210.shtml),LAA,,TOR (https://www.baseball-reference.com/teams/TOR/2017.shtml),L,7,8,13,7-11,4,5.5,Tepera (https://www.baseball-reference.com/players/t/teperry01.shtml),Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Biagini (https://www.baseball-reference.com/players/b/biagijo01.shtml),5:36,N,"40,176",0.84,---,
19,"Saturday, Apr 22 (https://www.baseball-reference.com/boxes/?date=2017-04-22)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704220.shtml),LAA,,TOR (https://www.baseball-reference.com/teams/TOR/2017.shtml),W,5,4,,8-11,4,4.5,Skaggs (https://www.baseball-reference.com/players/s/skaggty01.shtml),Lawrence (https://www.baseball-reference.com/players/l/lawreca01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),2:35,N,"41,345",0.77,+,
20,"Sunday, Apr 23 (https://www.baseball-reference.com/boxes/?date=2017-04-23)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704230.shtml),LAA,,TOR (https://www.baseball-reference.com/teams/TOR/2017.shtml),L,2,6,,8-12,4,5.5,Stroman (https://www.baseball-reference.com/players/s/stromma01.shtml),Guerra (https://www.baseball-reference.com/players/g/guerrde01.shtml),,2:51,D,"35,034",0.81,-,
21,"Monday, Apr 24 (https://www.baseball-reference.com/boxes/?date=2017-04-24)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704240.shtml),LAA,,TOR (https://www.baseball-reference.com/teams/TOR/2017.shtml),W,2,1,,9-12,4,5,Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Liriano (https://www.baseball-reference.com/players/l/liriafr01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:02,N,"25,304",0.74,+,
22,"Tuesday, Apr 25 (https://www.baseball-reference.com/boxes/?date=2017-04-25)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704250.shtml),LAA,,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),W-wo,2,1,11,10-12,3,5,Pounders (https://www.baseball-reference.com/players/p/poundbr01.shtml),Madson (https://www.baseball-reference.com/players/m/madsory01.shtml),,3:12,N,"30,124",0.89,++,
23,"Wednesday, Apr 26 (https://www.baseball-reference.com/boxes/?date=2017-04-26)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704260.shtml),LAA,,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),W,8,5,,11-12,2,4,Shoemaker (https://www.baseball-reference.com/players/s/shoemma01.shtml),Manaea (https://www.baseball-reference.com/players/m/manaese01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:30,N,"30,248",0.98,+++,
24,"Thursday, Apr 27 (https://www.baseball-reference.com/boxes/?date=2017-04-27)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201704270.shtml),LAA,,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),W,2,1,,12-12,2,3,Nolasco (https://www.baseball-reference.com/players/n/nolasri01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),2:30,N,"37,603",1.04,++++,
25,"Friday, Apr 28 (https://www.baseball-reference.com/boxes/?date=2017-04-28)",boxscore (https://www.baseball-reference.com/boxes/TEX/TEX201704280.shtml),LAA,@,TEX (https://www.baseball-reference.com/teams/TEX/2017.shtml),W,6,3,,13-12,2,3,Guerra (https://www.baseball-reference.com/players/g/guerrde01.shtml),Jeffress (https://www.baseball-reference.com/players/j/jeffrje01.shtml),Álvarez (https://www.baseball-reference.com/players/a/alvarjo02.shtml),3:12,N,"28,968",1.11,+++++,
26,"Saturday, Apr 29 (https://www.baseball-reference.com/boxes/?date=2017-04-29)",boxscore (https://www.baseball-reference.com/boxes/TEX/TEX201704290.shtml),LAA,@,TEX (https://www.baseball-reference.com/teams/TEX/2017.shtml),L,3,6,,13-13,2,3,Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),,3:03,N,"44,597",1.11,-,
27,"Sunday, Apr 30 (https://www.baseball-reference.com/boxes/?date=2017-04-30)",boxscore (https://www.baseball-reference.com/boxes/TEX/TEX201704300.shtml),LAA,@,TEX (https://www.baseball-reference.com/teams/TEX/2017.shtml),W,5,2,,14-13,2,3,Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),Pérez (https://www.baseball-reference.com/players/p/perezma02.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:23,D,"39,804",1.1,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,"Tuesday, May 2 (https://www.baseball-reference.com/boxes/?date=2017-05-02)",boxscore (https://www.baseball-reference.com/boxes/SEA/SEA201705020.shtml),LAA,@,SEA (https://www.baseball-reference.com/teams/SEA/2017.shtml),W,6,4,11,15-13,2,3.5,Guerra (https://www.baseball-reference.com/players/g/guerrde01.shtml),Pazos (https://www.baseball-reference.com/players/p/pazosja01.shtml),,4:40,N,"15,080",1.16,++,
29,"Wednesday, May 3 (https://www.baseball-reference.com/boxes/?date=2017-05-03)",boxscore (https://www.baseball-reference.com/boxes/SEA/SEA201705030.shtml),LAA,@,SEA (https://www.baseball-reference.com/teams/SEA/2017.shtml),L,7,8,,15-14,2,4.5,Machi (https://www.baseball-reference.com/players/m/machije01.shtml),Parker (https://www.baseball-reference.com/players/p/parkebl01.shtml),Díaz (https://www.baseball-reference.com/players/d/diazed04.shtml),3:19,N,"13,799",1.18,-,
30,"Thursday, May 4 (https://www.baseball-reference.com/boxes/?date=2017-05-04)",boxscore (https://www.baseball-reference.com/boxes/SEA/SEA201705040.shtml),LAA,@,SEA (https://www.baseball-reference.com/teams/SEA/2017.shtml),L,3,11,,15-15,2,4.5,Miranda (https://www.baseball-reference.com/players/m/miranar01.shtml),Meyer (https://www.baseball-reference.com/players/m/meyeral01.shtml),,2:53,N,"15,915",1.15,--,
31,"Friday, May 5 (https://www.baseball-reference.com/boxes/?date=2017-05-05)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705050.shtml),LAA,,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),L,6,7,10,15-16,2,5.5,Giles (https://www.baseball-reference.com/players/g/gileske01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),Devenski (https://www.baseball-reference.com/players/d/devench02.shtml),3:05,N,"34,556",1.26,---,
32,"Saturday, May 6 (https://www.baseball-reference.com/boxes/?date=2017-05-06)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705060.shtml),LAA,,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),W-wo,2,1,,16-16,2,4.5,Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),Devenski (https://www.baseball-reference.com/players/d/devench02.shtml),,2:47,N,"41,097",1.18,+,
33,"Sunday, May 7 (https://www.baseball-reference.com/boxes/?date=2017-05-07)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705070.shtml),LAA,,HOU (https://www.baseball-reference.com/teams/HOU/2017.shtml),L,3,5,,16-17,2,5.5,Fiers (https://www.baseball-reference.com/players/f/fiersmi01.shtml),Shoemaker (https://www.baseball-reference.com/players/s/shoemma01.shtml),Giles (https://www.baseball-reference.com/players/g/gileske01.shtml),3:00,D,"38,385",1.21,-,
34,"Monday, May 8 (https://www.baseball-reference.com/boxes/?date=2017-05-08)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201705080.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),L-wo,2,3,11,16-18,2,6,Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),Guerra (https://www.baseball-reference.com/players/g/guerrde01.shtml),,3:06,N,"10,292",1.01,--,
35,"Tuesday, May 9 (https://www.baseball-reference.com/boxes/?date=2017-05-09)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201705090.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),W,7,3,,17-18,2,6,Meyer (https://www.baseball-reference.com/players/m/meyeral01.shtml),Cotton (https://www.baseball-reference.com/players/c/cottojh01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:07,N,"11,383",0.95,+,
36,"Wednesday, May 10 (https://www.baseball-reference.com/boxes/?date=2017-05-10)",boxscore (https://www.baseball-reference.com/boxes/OAK/OAK201705100.shtml),LAA,@,OAK (https://www.baseball-reference.com/teams/OAK/2017.shtml),L,1,3,,17-19,3,7,Triggs (https://www.baseball-reference.com/players/t/triggan01.shtml),Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Casilla (https://www.baseball-reference.com/players/g/garcija01.shtml),2:55,D,"11,061",0.98,-,
37,"Thursday, May 11 (https://www.baseball-reference.com/boxes/?date=2017-05-11)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705110.shtml),LAA,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),L,1,7,,17-20,4,8,Fulmer (https://www.baseball-reference.com/players/f/fulmemi01.shtml),Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),,3:00,N,"30,207",0.84,--,
38,"Friday, May 12 (https://www.baseball-reference.com/boxes/?date=2017-05-12)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705120.shtml),LAA,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),W,7,0,,18-20,2,8,Shoemaker (https://www.baseball-reference.com/players/s/shoemma01.shtml),Zimmermann (https://www.baseball-reference.com/players/z/zimmejo02.shtml),,3:04,N,"44,311",0.75,+,
39,"Saturday, May 13 (https://www.baseball-reference.com/boxes/?date=2017-05-13)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705130.shtml),LAA,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),L,3,4,,18-21,3,8.5,Wilson (https://www.baseball-reference.com/players/w/wilsoal01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),Wilson (https://www.baseball-reference.com/players/w/wilsoju10.shtml),3:14,N,"40,251",0.81,-,
40,"Sunday, May 14 (https://www.baseball-reference.com/boxes/?date=2017-05-14)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705140.shtml),LAA,,DET (https://www.baseball-reference.com/teams/DET/2017.shtml),W,4,1,,19-21,3,8,Meyer (https://www.baseball-reference.com/players/m/meyeral01.shtml),Verlander (https://www.baseball-reference.com/players/v/verlaju01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:09,D,"36,215",0.75,+,
41,"Monday, May 15 (https://www.baseball-reference.com/boxes/?date=2017-05-15)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705150.shtml),LAA,,CHW (https://www.baseball-reference.com/teams/CHW/2017.shtml),W,5,3,,20-21,2,8,Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Pelfrey (https://www.baseball-reference.com/players/p/pelfrmi01.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:01,N,"29,445",0.8,++,
42,"Tuesday, May 16 (https://www.baseball-reference.com/boxes/?date=2017-05-16)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705160.shtml),LAA,,CHW (https://www.baseball-reference.com/teams/CHW/2017.shtml),W-wo,7,6,11,21-21,2,8,Petit (https://www.baseball-reference.com/players/p/petityu01.shtml),Robertson (https://www.baseball-reference.com/players/r/roberda08.shtml),,4:01,N,"36,089",0.85,+++,
43,"Wednesday, May 17 (https://www.baseball-reference.com/boxes/?date=2017-05-17)",boxscore (https://www.baseball-reference.com/boxes/ANA/ANA201705170.shtml),LAA,,CHW (https://www.baseball-reference.com/teams/CHW/2017.shtml),W,12,8,,22-21,2,8,Shoemaker (https://www.baseball-reference.com/players/s/shoemma01.shtml),González (https://www.baseball-reference.com/players/g/gonzami03.shtml),,3:28,N,"33,234",0.86,++++,
44,"Friday, May 19 (https://www.baseball-reference.com/boxes/?date=2017-05-19)",boxscore (https://www.baseball-reference.com/boxes/NYN/NYN201705190.shtml),LAA,@,NYM (https://www.baseball-reference.com/teams/NYM/2017.shtml),L,0,3,,22-22,3,8,deGrom (https://www.baseball-reference.com/players/d/degroja01.shtml),Nolasco (https://www.baseball-reference.com/players/n/nolasri01.shtml),Reed (https://www.baseball-reference.com/players/r/reedad01.shtml),2:53,N,"36,542",0.86,-,
45,"Saturday, May 20 (https://www.baseball-reference.com/boxes/?date=2017-05-20)",boxscore (https://www.baseball-reference.com/boxes/NYN/NYN201705200.shtml),LAA,@,NYM (https://www.baseball-reference.com/teams/NYM/2017.shtml),L,5,7,,22-23,3,8,Wheeler (https://www.baseball-reference.com/players/w/wheelza01.shtml),Meyer (https://www.baseball-reference.com/players/m/meyeral01.shtml),Reed (https://www.baseball-reference.com/players/r/reedad01.shtml),3:37,N,"37,264",0.81,--,
46,"Sunday, May 21 (https://www.baseball-reference.com/boxes/?date=2017-05-21)",boxscore (https://www.baseball-reference.com/boxes/NYN/NYN201705210.shtml),LAA,@,NYM (https://www.baseball-reference.com/teams/NYM/2017.shtml),W,12,5,,23-23,3,7,Chavez (https://www.baseball-reference.com/players/c/chaveje01.shtml),Milone (https://www.baseball-reference.com/players/m/milonto01.shtml),,3:17,D,"39,501",0.82,+,
47,"Monday, May 22 (https://www.baseball-reference.com/boxes/?date=2017-05-22)",boxscore (https://www.baseball-reference.com/boxes/TBA/TBA201705220.shtml),LAA,@,TBR (https://www.baseball-reference.com/teams/TBR/2017.shtml),W,3,2,,24-23,3,7,Ramírez (https://www.baseball-reference.com/players/r/ramirjc01.shtml),Díaz (https://www.baseball-reference.com/players/d/diazju03.shtml),Norris (https://www.baseball-reference.com/players/n/norribu01.shtml),3:37,N,"12,249",0.93,++,
48,"Tuesday, May 23 (https://www.baseball-reference.com/boxes/?date=2017-05-23)",boxscore (https://www.baseball-reference.com/boxes/TBA/TBA201705230.shtml),LAA,@,TBR (https://www.baseball-reference.com/teams/TBR/2017.shtml),W,4,0,,25-23,2,7,Shoemaker (https://www.baseball-reference.com/players/s/shoemma01.shtml),Cobb (https://www.baseball-reference.com/players/c/cobbal01.shtml),,2:56,N,"9,014",0.97,+++,
49,"Wednesday, May 24 (https://www.baseball-reference.com/boxes/?date=2017-05-24)",boxscore (https://www.baseball-reference.com/boxes/TBA/TBA201705240.shtml),LAA,@,TBR (https://www.baseball-reference.com/teams/TBR/2017.shtml),L,2,5,,25-24,2,7,Ramírez (https://www.baseball-reference.com/players/r/ramirer02.shtml),Nolasco (https://www.baseball-reference.com/players/n/nolasri01.shtml),Colomé (https://www.baseball-reference.com/players/c/colomal01.shtml),2:52,N,"9,975",1.04,-,
