gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
ARI202307060,NYN,ARI,PHO01,20230706,0,6:40 PM,night,9,2,TRUE,,157,18514,unknown,none,dome,78,unknown,0,johnj701,,gibsh902,walsb901,littw901,barkl901,(none),(none),carrc003,nelsr003,,regular,9,0,NYN,ARI,y,both,y,y,y,2023
BOS202307060,TEX,BOS,BOS07,20230706,0,7:10 PM,night,9,2,TRUE,,194,33847,unknown,none,cloudy,88,tolf,3,medes701,,wolfj901,muchm901,barbs901,porta901,(none),(none),wincj001,sborj002,,regular,6,10,BOS,TEX,y,both,y,y,y,2023
CHA202307061,TOR,CHA,CHI12,20230706,1,4:10 PM,night,9,2,TRUE,,185,0,unknown,none,cloudy,73,ltor,12,seipb701,,mosce901,roser901,guccc901,tomln901,(none),(none),romaj004,bumma001,garcy001,regular,6,2,TOR,CHA,y,both,y,y,y,2023
CHA202307062,TOR,CHA,CHI12,20230706,2,8:00 PM,night,9,2,TRUE,,153,20258,unknown,none,cloudy,71,ltor,6,speaa701,,addir901,guccc901,tomln901,roser901,(none),(none),jackj001,padin001,pearn001,regular,5,4,TOR,CHA,y,both,y,y,y,2023
CLE202307060,KCA,CLE,CLE08,20230706,0,7:10 PM,night,9,2,TRUE,,170,17464,unknown,none,overcast,77,ltor,3,brosc701,,carlm901,millb903,thomd901,bakej902,(none),(none),morge001,garra001,,regular,1,6,CLE,KCA,y,both,y,y,y,2023
DET202307060,OAK,DET,DET05,20230706,0,1:10 PM,day,9,2,TRUE,,138,15133,unknown,none,cloudy,80,tolf,8,libea701,,whitc901,drakr901,millb901,ortir901,(none),(none),lorem002,harrh002,,regular,0,9,DET,OAK,y,both,y,y,y,2023
HOU202307060,SEA,HOU,HOU03,20230706,0,7:10 PM,night,9,2,TRUE,,150,40562,unknown,none,dome,73,unknown,0,blour701,,cejan901,onorb901,hobep901,jimee902,(none),(none),kirbg001,blanr001,,regular,5,1,SEA,HOU,y,both,y,y,y,2023
LAN202307060,PIT,LAN,LOS03,20230706,0,7:10 PM,night,9,2,TRUE,,133,42036,unknown,none,sunny,69,ltor,7,eastr701,,libkj901,hoyej901,reybd901,vondc901,(none),(none),uriaj001,oviej001,vesia001,regular,2,5,LAN,PIT,y,both,y,y,y,2023
MIA202307060,SLN,MIA,MIA02,20230706,0,6:40 PM,night,9,2,TRUE,,164,8763,unknown,none,dome,72,unknown,0,mccac701,,willr901,merzd901,may-b901,nelsj901,(none),(none),flahj002,peree004,hickj002,regular,3,0,SLN,MIA,y,both,y,y,y,2023
MIL202307060,CHN,MIL,MIL06,20230706,0,1:10 PM,day,9,2,TRUE,,175,33366,unknown,none,cloudy,76,ltor,7,odrit701,,estam901,riggj901,bacce901,fleta901,(none),(none),mejij002,fulmm001,payaj001,regular,5,6,MIL,CHN,y,both,y,y,y,2023
NYA202307060,BAL,NYA,NYC21,20230706,0,7:05 PM,night,9,2,TRUE,,189,39766,unknown,none,sunny,85,rtol,9,altmb701,,iassd901,hanat901,morag901,becka901,(none),(none),bradk001,sevel001,,regular,14,1,BAL,NYA,y,both,y,y,y,2023
TBA202307060,PHI,TBA,STP01,20230706,0,6:40 PM,night,9,2,TRUE,,167,17060,unknown,none,dome,72,unknown,0,clodt701,,ramoc901,blakr901,tumpj901,rackd901,(none),(none),stram001,thomr007,,regular,3,1,PHI,TBA,y,both,y,y,y,2023
WAS202307060,CIN,WAS,WAS11,20230706,0,1:05 PM,day,9,2,TRUE,,193,10064,unknown,none,cloudy,88,tolf,4,lee-j701,,gonzm901,johna901,jimee901,wolcq901,(none),(none),santt001,harvh001,diaza004,regular,5,4,CIN,WAS,y,both,y,y,y,2023
ARI202307070,PIT,ARI,PHO01,20230707,0,6:40 PM,night,9,2,TRUE,,161,26837,unknown,none,dome,74,unknown,0,black701,,hamaa901,drakr901,millb901,mahrn901,(none),(none),gallz001,hillr001,,regular,3,7,ARI,PIT,y,both,y,y,y,2023
BOS202307070,OAK,BOS,BOS07,20230707,0,7:10 PM,night,9,2,TRUE,,141,31157,unknown,none,cloudy,82,tolf,9,medes701,,johna901,cuzzp901,jimee901,gonzm901,(none),(none),piven001,longs002,,regular,3,7,BOS,OAK,y,both,y,y,y,2023
CHA202307070,SLN,CHA,CHI12,20230707,0,7:10 PM,night,9,2,TRUE,,177,27569,unknown,none,cloudy,72,fromlf,9,seipb701,,eddid901,barrl901,marqa901,whitc901,(none),(none),middk001,leahk001,gravk001,regular,7,8,CHA,SLN,y,both,y,y,y,2023
CLE202307070,KCA,CLE,CLE08,20230707,0,7:10 PM,night,9,2,TRUE,,111,29990,unknown,none,sunny,75,fromrf,2,maveb701,,millb903,thomd901,roser901,bakej902,(none),(none),civaa001,lyncd001,clase001,regular,0,3,CLE,KCA,y,both,y,y,y,2023
DET202307070,TOR,DET,DET05,20230707,0,6:40 PM,night,9,2,TRUE,,171,30029,unknown,none,cloudy,79,fromcf,8,kleir701,,riggj901,bacce901,fleta901,estam901,(none),(none),manoa001,faeda001,,regular,12,2,TOR,DET,y,both,y,y,y,2023
HOU202307070,SEA,HOU,HOU03,20230707,0,7:10 PM,night,9,2,TRUE,,159,34737,unknown,none,dome,73,unknown,0,blour701,,onorb901,hobep901,jimee902,cejan901,(none),(none),castl003,browh001,,regular,10,1,SEA,HOU,y,both,y,y,y,2023
LAN202307070,ANA,LAN,LOS03,20230707,0,7:10 PM,night,9,2,TRUE,,146,52214,unknown,none,sunny,69,tocf,7,eastr701,,walsb901,littw901,barkl901,gibsh902,(none),(none),gonst001,canng001,,regular,4,11,LAN,ANA,y,both,y,y,y,2023
MIA202307070,PHI,MIA,MIA02,20230707,0,6:40 PM,night,9,2,TRUE,,141,13850,unknown,none,dome,72,unknown,0,jernr701,,guccc901,tomln901,mosce901,addir901,(none),(none),hoffj003,puk-a001,kimbc001,regular,4,3,PHI,MIA,y,both,y,y,y,2023
MIL202307070,CIN,MIL,MIL06,20230707,0,7:10 PM,night,9,2,TRUE,,177,30970,unknown,none,dome,77,unknown,0,quesd701,,blakr901,tumpj901,rackd901,ramoc901,(none),(none),burnc002,abboa001,willd004,regular,3,7,MIL,CIN,y,both,y,y,y,2023
MIN202307070,BAL,MIN,MIN04,20230707,0,7:10 PM,night,9,2,TRUE,,176,32724,unknown,none,cloudy,73,tolf,5,thors701,,muchm901,may-b901,nelsj901,willr901,(none),(none),bautf001,duraj002,,regular,3,1,BAL,MIN,y,both,y,y,y,2023
NYA202307070,CHN,NYA,NYC21,20230707,0,7:05 PM,night,9,2,TRUE,,135,42763,unknown,none,cloudy,80,fromrf,8,karph701,,barbs901,porta901,macka901,wolfj901,(none),(none),tailj001,rodoc001,alzoa001,regular,3,0,CHN,NYA,y,both,y,y,y,2023
SDN202307070,NYN,SDN,SAN02,20230707,0,6:40 PM,night,9,2,TRUE,,207,42712,unknown,none,cloudy,67,unknown,8,maffj701,,hoyej901,reybd901,vondc901,libkj901,(none),(none),smitd009,cosgt001,,regular,7,5,NYN,SDN,y,both,y,y,y,2023
SFN202307070,COL,SFN,SFO03,20230707,0,7:15 PM,night,9,2,TRUE,,135,33886,unknown,none,sunny,60,tocf,18,ducam701,,belld901,lives901,rippm901,wolcq901,(none),(none),gomba001,roget001,bardd001,regular,5,2,COL,SFN,y,both,y,y,y,2023
TBA202307070,ATL,TBA,STP01,20230707,0,6:40 PM,night,9,2,TRUE,,139,25025,unknown,none,dome,72,unknown,0,mathb701,,carav901,dejer901,ortir901,laynj901,(none),(none),mortc002,glast001,igler001,regular,2,1,ATL,TBA,y,both,y,y,y,2023
WAS202307070,TEX,WAS,WAS11,20230707,0,7:05 PM,night,9,2,TRUE,,147,19322,unknown,none,sunny,85,tolf,3,hetrd701,,hanat901,morag901,becka901,iassd901,(none),(none),bradc003,willt002,,regular,7,2,TEX,WAS,y,both,y,y,y,2023
ARI202307080,PIT,ARI,PHO01,20230708,0,1:10 PM,day,9,2,TRUE,,154,31801,unknown,none,dome,76,unknown,0,johnj701,,drakr901,millb901,mahrn901,hamaa901,(none),(none),mcgos001,bednd001,,regular,2,3,ARI,PIT,y,both,y,y,y,2023
BOS202307080,OAK,BOS,BOS07,20230708,0,4:10 PM,day,9,2,TRUE,,162,34087,unknown,none,sunny,78,fromrf,11,medes701,,cuzzp901,jimee901,gonzm901,johna901,(none),(none),paxtj001,pruia001,waltb002,regular,3,10,BOS,OAK,y,both,y,y,y,2023
CHA202307080,SLN,CHA,CHI12,20230708,0,1:10 PM,day,9,2,TRUE,,148,26560,unknown,none,cloudy,65,torf,9,lissr701,,barrl901,marqa901,whitc901,eddid901,(none),(none),mikom001,toust001,hickj002,regular,3,0,SLN,CHA,y,both,y,y,y,2023
CLE202307080,KCA,CLE,CLE08,20230708,0,4:10 PM,day,9,2,TRUE,,174,30864,unknown,none,cloudy,72,ltor,8,maveb701,,thomd901,roser901,bakej902,millb903,(none),(none),willg004,singb001,,regular,6,10,CLE,KCA,y,both,y,y,y,2023
DET202307080,TOR,DET,DET05,20230708,0,1:10 PM,day,9,2,TRUE,,141,30621,unknown,none,overcast,69,rtol,9,kleir701,,bacce901,fleta901,estam901,riggj901,(none),(none),mannm001,gausk001,langa001,regular,0,2,DET,TOR,y,both,y,y,y,2023
HOU202307080,SEA,HOU,HOU03,20230708,0,6:15 PM,night,9,2,TRUE,,166,37112,unknown,none,dome,73,unknown,0,johnf701,,hobep901,jimee902,cejan901,onorb901,(none),(none),nerih001,munoa002,presr001,regular,2,3,HOU,SEA,y,both,y,y,y,2023
LAN202307080,ANA,LAN,LOS03,20230708,0,6:10 PM,night,9,2,TRUE,,154,53057,unknown,none,sunny,73,tocf,7,munse701,,littw901,barkl901,gibsh902,walsb901,(none),(none),grovm001,detmr001,,regular,5,10,LAN,ANA,y,both,y,y,y,2023
MIA202307080,PHI,MIA,MIA02,20230708,0,4:10 PM,day,9,2,TRUE,,155,18132,unknown,none,dome,72,unknown,0,jernr701,,tomln901,mosce901,addir901,guccc901,(none),(none),garrb001,suarr001,puk-a001,regular,3,5,MIA,PHI,y,both,y,y,y,2023
MIL202307080,CIN,MIL,MIL06,20230708,0,3:10 PM,day,9,2,TRUE,,184,39124,unknown,none,cloudy,75,ltor,9,olsod701,,tumpj901,rackd901,ramoc901,blakr901,(none),(none),simsl001,pegue001,diaza004,regular,8,5,CIN,MIL,y,both,y,y,y,2023
MIN202307080,BAL,MIN,MIN04,20230708,0,1:10 PM,day,9,2,TRUE,,147,27617,unknown,none,cloudy,76,torf,9,trayk701,,may-b901,nelsj901,willr901,muchm901,(none),(none),wellt003,grays001,,regular,6,2,BAL,MIN,y,both,y,y,y,2023
NYA202307080,CHN,NYA,NYC21,20230708,0,1:05 PM,day,9,2,TRUE,,147,43507,unknown,none,cloudy,83,rtol,7,karph701,,porta901,macka901,wolfj901,barbs901,(none),(none),coleg001,smyld001,kingm002,regular,3,6,NYA,CHN,y,both,y,y,y,2023
SDN202307080,NYN,SDN,SAN02,20230708,0,7:10 PM,night,9,2,TRUE,,148,42647,unknown,none,cloudy,65,ltor,8,zaveb701,,reybd901,vondc901,libkj901,hoyej901,(none),(none),snelb001,peted003,hadej001,regular,1,3,SDN,NYN,y,both,y,y,y,2023
SFN202307080,COL,SFN,SFO03,20230708,0,1:05 PM,day,9,2,TRUE,,158,34568,unknown,none,cloudy,62,tocf,20,ducam701,,lives901,rippm901,wolcq901,belld901,(none),(none),wooda002,seabc001,dovac001,regular,3,5,SFN,COL,y,both,y,y,y,2023
TBA202307080,ATL,TBA,STP01,20230708,0,7:15 PM,night,9,2,TRUE,,166,25025,unknown,none,dome,72,unknown,0,dabrj701,,dejer901,ortir901,laynj901,carav901,(none),(none),stris002,bradt002,,regular,6,1,ATL,TBA,y,both,y,y,y,2023
WAS202307080,TEX,WAS,WAS11,20230708,0,4:05 PM,day,9,2,TRUE,,132,29402,unknown,none,cloudy,87,rtol,7,jacom701,,morag901,becka901,iassd901,hanat901,(none),(none),irvij001,heana001,,regular,3,8,WAS,TEX,y,both,y,y,y,2023
ARI202307090,PIT,ARI,PHO01,20230709,0,1:10 PM,day,9,2,TRUE,,143,30021,unknown,none,dome,77,unknown,0,johnj701,,millb901,mahrn901,hamaa901,drakr901,(none),(none),bidoo001,daviz001,bednd001,regular,4,2,PIT,ARI,y,both,y,y,y,2023
BOS202307090,OAK,BOS,BOS07,20230709,0,1:35 PM,day,9,2,TRUE,,185,35460,unknown,none,cloudy,80,fromrf,12,sprej701,,jimee901,gonzm901,johna901,cuzzp901,(none),(none),martc007,waldk003,jansk001,regular,3,4,BOS,OAK,y,both,y,y,y,2023
CHA202307090,SLN,CHA,CHI12,20230709,0,1:10 PM,day,9,2,TRUE,,163,29769,unknown,none,cloudy,80,torf,3,jackj702,,marqa901,whitc901,eddid901,barrl901,(none),(none),romej002,middk001,,regular,4,3,SLN,CHA,y,both,y,y,y,2023
CLE202307090,KCA,CLE,CLE08,20230709,0,1:40 PM,day,9,2,TRUE,,144,25911,unknown,none,cloudy,73,ltor,12,brosc701,,roser901,bakej902,millb903,thomd901,(none),(none),yarbr001,biebs001,barls001,regular,4,1,KCA,CLE,y,both,y,y,y,2023
DET202307090,TOR,DET,DET05,20230709,0,1:40 PM,day,9,2,TRUE,,173,30077,unknown,none,cloudy,74,rtol,8,klonc701,,fleta901,estam901,riggj901,bacce901,(none),(none),garcy001,cisnj001,romaj004,regular,4,3,TOR,DET,y,both,y,y,y,2023
HOU202307090,SEA,HOU,HOU03,20230709,0,1:10 PM,day,9,2,TRUE,,148,39421,unknown,none,dome,73,unknown,0,johnf701,,jimee902,cejan901,onorb901,hobep901,(none),(none),gilbl002,bielb001,sewap001,regular,3,1,SEA,HOU,y,both,y,y,y,2023
MIA202307090,PHI,MIA,MIA02,20230709,0,1:40 PM,day,9,2,TRUE,,142,21159,unknown,none,dome,72,unknown,0,jernr701,,mosce901,addir901,guccc901,tomln901,(none),(none),luzaj001,nolaa001,,regular,3,7,MIA,PHI,y,both,y,y,y,2023
MIL202307090,CIN,MIL,MIL06,20230709,0,1:10 PM,day,9,2,TRUE,,124,32848,unknown,none,cloudy,75,fromlf,9,odrit701,,rackd901,ramoc901,blakr901,tumpj901,(none),(none),milew001,liveb001,willd004,regular,0,1,MIL,CIN,y,both,y,y,y,2023
MIN202307090,BAL,MIN,MIN04,20230709,0,1:10 PM,day,9,2,TRUE,,177,27100,unknown,none,sunny,80,tolf,13,trayk701,,nelsj901,willr901,muchm901,may-b901,(none),(none),gibsk002,ryanj002,,regular,15,2,BAL,MIN,y,both,y,y,y,2023
NYA202307090,CHN,NYA,NYC21,20230709,0,1:35 PM,day,9,2,TRUE,,186,43761,unknown,none,cloudy,79,tolf,10,karph701,,macka901,wolfj901,barbs901,porta901,(none),(none),merrj001,marir001,alzoa001,regular,7,4,CHN,NYA,y,both,y,y,y,2023
SDN202307090,NYN,SDN,SAN02,20230709,0,1:10 PM,day,9,2,TRUE,,162,42745,unknown,none,sunny,70,ltor,6,womab701,,vondc901,libkj901,hoyej901,reybd901,(none),(none),musgj001,schem001,,regular,2,6,SDN,NYN,y,both,y,y,y,2023
SFN202307090,COL,SFN,SFO03,20230709,0,1:05 PM,day,9,2,TRUE,,116,36050,unknown,none,cloudy,60,tocf,17,ducam701,,rippm901,wolcq901,belld901,lives901,(none),(none),webbl001,freek001,,regular,0,1,SFN,COL,y,both,y,y,y,2023
TBA202307090,ATL,TBA,STP01,20230709,0,1:40 PM,day,9,2,TRUE,,149,25025,unknown,none,dome,72,unknown,0,dabrj701,,ortir901,laynj901,carav901,dejer901,(none),(none),efliz001,eldeb001,,regular,4,10,TBA,ATL,y,both,y,y,y,2023
WAS202307090,TEX,WAS,WAS11,20230709,0,12:05 PM,day,9,2,TRUE,,145,17547,unknown,none,cloudy,83,ltor,5,lee-j701,,becka901,iassd901,hanat901,morag901,(none),(none),corbp001,dunnd001,,regular,2,7,WAS,TEX,y,both,y,y,y,2023
ALS202307110,NLS,ALS,SEA03,20230711,0,5:00 PM,night,9,2,TRUE,,183,47159,unknown,none,sunny,74,fromlf,3,radoe701,,ticht901,wolcq901,gibsh902,sches901,blakr901,dejer901,dovac001,bautf001,kimbc001,allstar,3,2,NLS,ALS,y,both,y,y,y,2023
ANA202307140,HOU,ANA,ANA01,20230714,0,6:38 PM,night,9,2,TRUE,,191,38850,unknown,none,sunny,85,tocf,8,franm701,,kulpr901,blasc901,torrc901,wolcq901,(none),(none),matop002,ohtas001,presr001,regular,7,5,HOU,ANA,y,both,y,y,y,2023
ATL202307140,CHA,ATL,ATL03,20230714,0,7:20 PM,night,9,2,TRUE,,152,42782,unknown,none,cloudy,86,unknown,3,curtg701,,barkl901,merzd901,addir901,littw901,(none),(none),mortc002,kopem001,,regular,0,9,ATL,CHA,y,both,y,y,y,2023
BAL202307140,MIA,BAL,BAL12,20230714,0,7:05 PM,night,9,2,TRUE,,153,23377,unknown,none,cloudy,81,tolf,6,eiger701,,libkj901,hoyej901,clemp901,vondc901,(none),(none),kremd001,alcas001,bautf001,regular,2,5,BAL,MIA,y,both,y,y,y,2023
CHN202307140,BOS,CHN,CHI11,20230714,0,7:05 PM,night,9,2,TRUE,,167,37597,unknown,none,cloudy,86,torf,7,lissr701,,segac901,nelsj901,may-b901,estam901,(none),(none),bellb002,hendk001,jansk001,regular,8,3,BOS,CHN,y,both,y,y,y,2023
CIN202307140,MIL,CIN,CIN09,20230714,0,7:10 PM,night,9,2,TRUE,,152,41516,unknown,none,cloudy,91,unknown,8,sherb701,,cejan901,onorb901,jimee902,hobep901,(none),(none),burnc002,ashcg001,willd004,regular,1,0,MIL,CIN,y,both,y,y,y,2023
COL202307140,NYA,COL,DEN02,20230714,0,6:40 PM,night,9,2,TRUE,,138,47865,unknown,none,cloudy,82,rtol,8,geibj701,,hamaa901,mahrn901,carav901,jimee901,(none),(none),gomba001,rodoc001,,regular,2,7,COL,NYA,y,both,y,y,y,2023
NYN202307140,LAN,NYN,NYC20,20230714,0,7:10 PM,night,9,2,TRUE,,168,40503,unknown,none,cloudy,82,tolf,9,kaplh701,,randt901,tosia901,knigb901,ticht901,(none),(none),uriaj001,verlj001,,regular,6,0,LAN,NYN,y,both,y,y,y,2023
OAK202307140,MIN,OAK,OAK01,20230714,0,6:40 PM,night,9,2,TRUE,,208,7923,unknown,none,sunny,71,torf,12,thomc701,,lentn901,rehaj901,fairc901,ramoc901,(none),(none),jax-g001,fujis001,duraj002,regular,5,4,MIN,OAK,y,both,y,y,y,2023
PHI202307140,SDN,PHI,PHI13,20230714,0,6:05 PM,night,9,2,TRUE,,176,44028,unknown,none,cloudy,87,torf,8,golam701,,belld901,cuzzp901,lives901,ballb901,(none),(none),darvy001,sancc002,hadej001,regular,8,3,SDN,PHI,y,both,y,y,y,2023
PIT202307140,SFN,PIT,PIT08,20230714,0,7:05 PM,night,9,2,TRUE,,164,33813,unknown,none,cloudy,85,tolf,6,patte701,,bakej902,millb903,viscj901,thomd901,(none),(none),llovm001,holdc001,dovac001,regular,6,4,SFN,PIT,y,both,y,y,y,2023
SEA202307140,DET,SEA,SEA03,20230714,0,7:10 PM,night,9,2,TRUE,,164,39014,unknown,none,sunny,80,ltor,5,radoe701,,hudsm901,wendh902,macka901,tumpj901,(none),(none),rodre004,castl003,langa001,regular,5,4,DET,SEA,y,both,y,y,y,2023
SLN202307140,WAS,SLN,STL10,20230714,0,1:15 PM,day,9,2,TRUE,,163,42042,unknown,none,cloudy,91,fromrf,8,smitm701,,millb901,walsb901,ortir901,drakr901,(none),(none),finnk001,hickj002,harvh001,regular,7,5,WAS,SLN,y,both,y,y,y,2023
TEX202307140,CLE,TEX,ARL03,20230714,0,7:05 PM,night,9,2,TRUE,,171,33863,unknown,none,dome,74,unknown,0,bumpl701,,rippm901,drecb901,tomln901,moorm901,(none),(none),burkb001,hents001,,regular,4,12,TEX,CLE,y,both,y,y,y,2023
TOR202307140,ARI,TOR,TOR02,20230714,0,7:07 PM,night,9,2,TRUE,,175,38617,unknown,none,cloudy,73,rtol,9,starh701,,guccc901,valej901,roser901,hanat901,(none),(none),richt001,nelsk001,,regular,2,7,TOR,ARI,y,both,y,y,y,2023
ANA202307150,HOU,ANA,ANA01,20230715,0,6:07 PM,night,9,2,TRUE,,211,37523,unknown,none,sunny,77,torf,9,johnc701,,blasc901,torrc901,wolcq901,kulpr901,(none),(none),estec001,matop002,,regular,12,13,ANA,HOU,y,both,y,y,y,2023
ATL202307150,CHA,ATL,ATL03,20230715,0,7:15 PM,night,9,2,TRUE,,164,43344,unknown,none,cloudy,86,rtol,16,curtg701,,merzd901,addir901,littw901,barkl901,(none),(none),lynnl001,stris002,gravk001,regular,6,5,CHA,ATL,y,both,y,y,y,2023
BAL202307150,MIA,BAL,BAL12,20230715,0,7:05 PM,night,9,2,TRUE,,175,28593,unknown,none,cloudy,90,tolf,9,eiger701,,hoyej901,clemp901,vondc901,libkj901,(none),(none),baumm001,brazh001,bautf001,regular,5,6,BAL,MIA,y,both,y,y,y,2023
CHN202307150,BOS,CHN,CHI11,20230715,0,1:20 PM,day,9,2,TRUE,,155,40224,unknown,none,cloudy,83,torf,8,speaa701,,nelsj901,navaj901,arrid901,segac901,(none),(none),strom001,paxtj001,,regular,4,10,CHN,BOS,y,both,y,y,y,2023
CIN202307150,MIL,CIN,CIN09,20230715,0,7:10 PM,night,9,2,TRUE,,153,39897,unknown,none,cloudy,75,rtol,8,oconj701,,onorb901,jimee902,hobep901,cejan901,(none),(none),peraf001,abboa001,willd004,regular,3,0,MIL,CIN,y,both,y,y,y,2023
COL202307150,NYA,COL,DEN02,20230715,0,6:10 PM,night,9,2,TRUE,,156,48632,unknown,none,cloudy,85,fromcf,7,geibj701,,mahrn901,carav901,jimee901,hamaa901,(none),(none),schmc002,seabc001,holmc001,regular,6,3,NYA,COL,y,both,y,y,y,2023
KCA202307151,TBA,KCA,KAN06,20230715,1,1:10 PM,day,9,2,TRUE,,144,15428,unknown,none,sunny,86,ltor,8,olivr701,,mosce901,willl901,willr901,fleta901,(none),(none),glast001,marsa001,,regular,6,1,TBA,KCA,y,both,y,y,y,2023
KCA202307152,TBA,KCA,KAN06,20230715,2,6:10 PM,night,9,2,TRUE,,140,18052,unknown,none,cloudy,88,ltor,9,olivr701,,bacce901,willr901,fleta901,willl901,(none),(none),pochc001,hernc006,fairp001,regular,4,2,TBA,KCA,y,both,y,y,y,2023
NYN202307150,LAN,NYN,NYC20,20230715,0,7:15 PM,night,9,2,TRUE,,171,38225,unknown,drizzle,overcast,79,tolf,3,kaplh701,,tosia901,knigb901,ticht901,randt901,(none),(none),gratb002,ottaa001,,regular,5,1,LAN,NYN,y,both,y,y,y,2023
OAK202307150,MIN,OAK,OAK01,20230715,0,4:07 PM,day,9,2,TRUE,,186,10534,unknown,none,sunny,80,torf,10,thomc701,,rehaj901,fairc901,ramoc901,lentn901,(none),(none),moraj003,tarnf001,duraj002,regular,10,7,MIN,OAK,y,both,y,y,y,2023
PHI202307151,SDN,PHI,PHI13,20230715,1,1:05 PM,day,9,2,TRUE,,182,43712,unknown,none,sunny,90,tocf,6,matsk701,,cuzzp901,riggj901,ballb901,belld901,(none),(none),stram001,hillt002,kimbc001,regular,4,6,PHI,SDN,y,both,y,y,y,2023
PHI202307152,SDN,PHI,PHI13,20230715,2,7:05 PM,night,9,2,TRUE,,190,33132,unknown,none,cloudy,86,tocf,11,shutd701,,lives901,ballb901,belld901,riggj901,(none),(none),walkt004,weatr001,,regular,4,9,PHI,SDN,y,both,y,y,y,2023
PIT202307150,SFN,PIT,PIT08,20230715,0,7:05 PM,night,9,2,TRUE,,145,34236,unknown,none,overcast,86,tolf,7,musid701,,millb903,viscj901,thomd901,bakej902,(none),(none),roget001,mlodc001,dovac001,regular,3,1,SFN,PIT,y,both,y,y,y,2023
SEA202307150,DET,SEA,SEA03,20230715,0,6:40 PM,night,9,2,TRUE,,142,38683,unknown,none,sunny,84,ltor,1,padud701,,wendh902,macka901,tumpj901,hudsm901,(none),(none),lorem002,kirbg001,,regular,6,0,DET,SEA,y,both,y,y,y,2023
SLN202307150,WAS,SLN,STL10,20230715,0,6:15 PM,night,9,2,TRUE,,178,41900,unknown,none,cloudy,77,torf,8,millm701,,walsb901,metzj901,drakr901,millb901,(none),(none),hudsd002,willa004,,regular,6,9,SLN,WAS,y,both,y,y,y,2023
TEX202307150,CLE,TEX,ARL03,20230715,0,3:05 PM,day,9,2,TRUE,,148,37730,unknown,none,dome,74,unknown,0,ruddw701,,drecb901,tomln901,moorm901,rippm901,(none),(none),heana001,willg004,chapa001,regular,0,2,TEX,CLE,y,both,y,y,y,2023
TOR202307150,ARI,TOR,TOR02,20230715,0,3:07 PM,day,9,2,TRUE,,156,42328,unknown,none,dome,68,unknown,0,lajor701,,valej901,roser901,hanat901,guccc901,(none),(none),bassc001,gallz001,garcy001,regular,2,5,TOR,ARI,y,both,y,y,y,2023
ANA202307160,HOU,ANA,ANA01,20230716,0,4:10 PM,day,9,2,TRUE,,211,34679,unknown,none,sunny,83,tocf,8,munse701,,torrc901,wolcq901,kulpr901,blasc901,(none),(none),montr004,barrj003,matop002,regular,9,8,HOU,ANA,y,both,y,y,y,2023
ATL202307160,CHA,ATL,ATL03,20230716,0,1:35 PM,day,9,2,TRUE,,164,40174,unknown,none,cloudy,88,rtol,9,curtg701,,addir901,littw901,barkl901,merzd901,(none),(none),ceasd001,allak001,,regular,8,1,CHA,ATL,y,both,y,y,y,2023
BAL202307160,MIA,BAL,BAL12,20230716,0,1:35 PM,day,9,2,TRUE,,164,30761,unknown,none,cloudy,81,torf,2,lee-j701,,reybd901,vondc901,libkj901,hoyej901,(none),(none),bradk001,okers001,could001,regular,4,5,BAL,MIA,y,both,y,y,y,2023
CHN202307160,BOS,CHN,CHI11,20230716,0,1:20 PM,day,9,2,TRUE,,159,37812,unknown,none,cloudy,81,ltor,4,jackj702,,may-b901,estam901,segac901,nelsj901,(none),(none),crawk001,steej002,,regular,11,5,BOS,CHN,y,both,y,y,y,2023
CIN202307160,MIL,CIN,CIN09,20230716,0,1:40 PM,day,9,2,TRUE,,172,30927,unknown,none,overcast,83,unknown,10,oconj701,,jimee902,hobep901,cejan901,onorb901,(none),(none),milnh001,simsl001,willd004,regular,4,3,MIL,CIN,y,both,y,y,y,2023
COL202307160,NYA,COL,DEN02,20230716,0,1:10 PM,day,9,2,TRUE,,218,47211,unknown,none,sunny,86,fromcf,5,geibj701,,carav901,jimee901,hamaa901,mahrn901,(none),(none),hollg002,marir001,,regular,7,8,COL,NYA,y,both,y,y,y,2023
KCA202307160,TBA,KCA,KAN06,20230716,0,1:10 PM,day,9,2,TRUE,,114,15632,unknown,none,cloudy,70,rtol,5,butcp701,,willr901,fleta901,mosce901,bacce901,(none),(none),singb001,efliz001,,regular,4,8,KCA,TBA,y,both,y,y,y,2023
NYN202307160,LAN,NYN,NYC20,20230716,0,5:10 PM,night,9,2,TRUE,,167,34805,unknown,none,cloudy,79,tolf,7,kaplh701,,knigb901,ticht901,randt901,tosia901,(none),(none),robed002,roben002,,regular,1,2,NYN,LAN,y,both,y,y,y,2023
OAK202307160,MIN,OAK,OAK01,20230716,0,1:07 PM,day,9,2,TRUE,,168,9335,unknown,none,cloudy,79,unknown,8,thomc701,,fairc901,ramoc901,lentn901,rehaj901,(none),(none),lopej004,ercel001,duraj002,regular,5,4,MIN,OAK,y,both,y,y,y,2023
