Gm#,Date,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
161,2019/09/28,KCR,MIN,L,3,4,,58-103,4,43,Duffey,Barnes,Rogers,3:04,D,"21,995",0,---
162,2019/09/29,KCR,MIN,W-wo,5,4,,59-103,4,42,Kennedy,Graterol,,2:40,D,"17,875",0,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
1,2019/03/28,LAA,OAK,L,0,4,,0-1,3,2,Fiers,Cahill,,2:18,D,"22,691",1.06,-
2,2019/03/29,LAA,OAK,W,6,2,,1-1,2,1,Robles,Soria,,2:52,N,"22,585",0.99,+
3,2019/03/30,LAA,OAK,L,2,4,,1-2,3,2,Anderson,Peña,Treinen,2:42,N,"16,051",1.07,-
4,2019/03/31,LAA,OAK,L,1,2,,1-3,4,3,Montas,Skaggs,Treinen,2:40,D,"23,265",1.03,--
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
5,2019/04/01,LAA,SEA,L,3,6,,1-4,5,4,Hernández,Stratton,Elías,3:20,N,"14,459",1.01,---
6,2019/04/02,LAA,SEA,L,1,2,,1-5,5,5,Gonzales,García,Swarzak,2:16,N,"13,547",0.93,----
7,2019/04/04,LAA,TEX,L,4,11,,1-6,5,5.5,Springs,Harvey,,3:49,N,"42,027",0.84,-----
8,2019/04/05,LAA,TEX,W,3,1,,2-6,5,4.5,Anderson,Lynn,Allen,2:52,N,"41,089",0.75,+
9,2019/04/06,LAA,TEX,W,5,1,,3-6,5,4.5,Skaggs,Smyly,,3:22,D,"31,747",0.86,++
10,2019/04/07,LAA,TEX,W,7,2,,4-6,5,4.5,Anderson,Miller,,3:30,D,"42,076",0.88,+++
11,2019/04/08,LAA,MIL,W,5,2,,5-6,4,4.5,Cahill,Chacín,Allen,2:40,N,"28,571",0.81,++++
12,2019/04/09,LAA,MIL,W,11,8,,6-6,3,4.5,Bedrosian,Claudio,Allen,3:50,N,"28,793",0.85,+++++
13,2019/04/10,LAA,MIL,W,4,2,,7-6,3,4.5,Barria,Woodruff,Robles,3:00,N,"34,446",0.88,++++++
14,2019/04/12,LAA,CHC,L,1,5,,7-7,4,5,Hamels,Skaggs,,2:29,D,"30,102",0.85,-
15,2019/04/13,LAA,CHC,W,6,5,,8-7,4,4,Buttrey,Hendricks,Allen,3:56,D,"38,755",0.85,+
16,2019/04/15,LAA,TEX,L,7,12,,8-8,5,3.5,Dowdy,Bedrosian,Leclerc,3:26,N,"18,265",0.99,-
17,2019/04/16,LAA,TEX,L,0,5,,8-9,5,4,Minor,Barria,,2:31,N,"17,704",0.95,--
18,2019/04/17,LAA,TEX,L,4,5,,8-10,5,4,Lynn,Harvey,Leclerc,3:19,N,"16,691",0.92,---
19,2019/04/18,LAA,SEA,L,10,11,,8-11,5,4.5,Swarzak,Allen,Elías,3:59,N,"33,592",0.9,----
20,2019/04/19,LAA,SEA,L,3,5,,8-12,5,5.5,Rosscup,Allen,Elías,3:04,N,"41,021",0.86,-----
21,2019/04/20,LAA,SEA,L,5,6,,8-13,5,6.5,Kikuchi,Cahill,Swarzak,3:41,N,"41,147",0.79,------
22,2019/04/21,LAA,SEA,W,8,6,,9-13,5,5.5,Barria,Leake,García,2:51,D,"34,155",0.72,+
23,2019/04/22,LAA,NYY,L,3,4,14,9-14,5,6,Holder,Bard,,4:35,N,"35,403",0.69,-
24,2019/04/23,LAA,NYY,L,5,7,,9-15,5,6,Germán,Stratton,Britton,3:12,N,"38,016",0.64,--
25,2019/04/24,LAA,NYY,L,5,6,,9-16,5,6.5,Loáisiga,Buttrey,Chapman,3:29,N,"37,928",0.59,---
26,2019/04/25,LAA,NYY,W,11,5,,10-16,5,6,Ramirez,Tanaka,,3:49,N,"39,584",0.53,+
27,2019/04/26,LAA,KCR,W,5,1,,11-16,5,6,Skaggs,Duffy,,3:06,N,"23,186",0.6,++
28,2019/04/27,LAA,KCR,L,4,9,,11-17,5,6,Barlow,Barria,,3:40,N,"18,755",0.67,-
29,2019/04/28,LAA,KCR,W,7,3,,12-17,5,5.5,Harvey,Bailey,,3:02,D,"21,549",0.61,+
30,2019/04/30,LAA,TOR,W,4,3,,13-17,4,5,Buttrey,Tepera,Robles,2:56,N,"38,797",0.66,++
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
31,2019/05/01,LAA,TOR,W,6,3,,14-17,4,4,Peña,Stroman,Buttrey,3:32,N,"33,082",0.74,+++
32,2019/05/02,LAA,TOR,W,6,2,,15-17,4,3,Skaggs,Sanchez,,3:01,N,"40,064",0.82,++++
33,2019/05/04,LAA,HOU,L,2,14,,15-18,4,4,Miley,Cahill,,3:15,N,"18,177",1.06,-
34,2019/05/05,LAA,HOU,L,4,10,,15-19,4,5,Verlander,Harvey,,3:04,D,"17,614",1.01,--
35,2019/05/07,LAA,DET,W,5,2,,16-19,4,4.5,Canning,Norris,Robles,2:59,N,"14,169",0.76,+
36,2019/05/08,LAA,DET,L,3,10,,16-20,4,5.5,Boyd,Skaggs,,2:53,N,"13,224",0.86,-
37,2019/05/09,LAA,DET,W,13,0,,17-20,4,5.5,Peña,Carpenter,,2:44,D,"16,404",0.76,+
38,2019/05/10,LAA,BAL,W,8,3,,18-20,3,5.5,Cahill,Straily,,3:04,N,"14,495",0.83,++
39,2019/05/11,LAA,BAL,W,7,2,,19-20,2,5.5,Bard,Bundy,,3:34,D,"21,106",0.88,+++
40,2019/05/12,LAA,BAL,L,1,5,,19-21,2,6.5,Means,Canning,,3:08,D,"16,387",0.93,-
41,2019/05/13,LAA,MIN,W,5,4,,20-21,2,6.5,Skaggs,Berríos,Robles,3:14,N,"21,359",0.88,+
42,2019/05/14,LAA,MIN,L,3,4,,20-22,3,7.5,Gibson,Bedrosian,Parker,3:06,N,"26,747",0.94,-
43,2019/05/15,LAA,MIN,L,7,8,,20-23,3,8.5,Odorizzi,Cahill,Morin,3:41,D,"31,919",0.85,--
44,2019/05/17,LAA,KCR,W,5,2,,21-23,2,8.5,Harvey,Keller,Robles,3:17,N,"43,444",0.73,+
45,2019/05/18,LAA,KCR,W,6,3,,22-23,2,8.5,Canning,Junis,Buttrey,2:42,N,"43,415",0.77,++
46,2019/05/19,LAA,KCR,L,1,5,,22-24,2,8.5,Duffy,Skaggs,,3:21,D,"43,329",0.81,-
47,2019/05/20,LAA,MIN,L,1,3,,22-25,4,9.5,Rogers,Buttrey,Parker,3:28,N,"34,177",0.76,--
48,2019/05/21,LAA,MIN,L,3,8,,22-26,4,10.5,Pineda,Bard,,3:27,N,"32,316",0.7,---
49,2019/05/23,LAA,MIN,L,7,16,,22-27,4,10,Pérez,Harvey,,3:27,D,"30,992",0.6,----
50,2019/05/24,LAA,TEX,L,3,4,,22-28,4,11,Smyly,Bedrosian,Kelley,3:13,N,"43,806",0.59,-----
51,2019/05/25,LAA,TEX,W-wo,3,2,,23-28,4,11,Robles,Kelley,,3:11,N,"36,392",0.5,+
52,2019/05/26,LAA,TEX,W,7,6,,24-28,4,10,García,Springs,Anderson,3:27,D,"39,406",0.56,++
53,2019/05/27,LAA,OAK,L,5,8,,24-29,4,11,Bassitt,Cahill,Treinen,3:06,D,"20,409",0.66,-
54,2019/05/28,LAA,OAK,W,6,4,,25-29,4,11,Buttrey,Soria,Robles,3:32,N,"21,583",0.56,+
55,2019/05/29,LAA,OAK,W,12,7,11,26-29,4,10,Ramirez,Trivino,,4:36,D,"21,185",0.6,++
56,2019/05/30,LAA,SEA,W,9,3,,27-29,4,9.5,Peña,Kikuchi,,3:21,N,"13,978",0.62,+++
57,2019/05/31,LAA,SEA,L,3,4,,27-30,4,10.5,Leake,Skaggs,Bass,2:35,N,"32,167",0.69,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
58,2019/06/01,LAA,SEA,W,6,3,,28-30,4,10.5,Bedrosian,Brennan,Robles,3:16,D,"28,112",0.61,+
59,2019/06/02,LAA,SEA,W,13,3,,29-30,4,10.5,Suarez,Gonzales,,3:22,D,"28,905",0.67,++
60,2019/06/03,LAA,CHC,L,1,8,,29-31,4,11.5,Lester,Cahill,,3:00,D,"39,843",0.69,-
61,2019/06/04,LAA,OAK,L,2,4,,29-32,4,12.5,Montas,Canning,Treinen,3:04,N,"36,009",0.71,--
62,2019/06/05,LAA,OAK,W-wo,10,9,,30-32,4,11.5,Robles,Trivino,,4:13,N,"36,065",0.63,+
63,2019/06/06,LAA,OAK,L,4,7,,30-33,4,12.5,Fiers,Skaggs,,3:26,N,"34,109",0.68,-
64,2019/06/07,LAA,SEA,L,2,6,,30-34,4,13.5,Gonzales,Heaney,,3:21,N,"41,495",0.51,--
65,2019/06/08,LAA,SEA,W,12,3,,31-34,4,12.5,Peters,Kikuchi,,3:08,N,"40,569",0.46,+
66,2019/06/09,LAA,SEA,L,3,9,,31-35,4,13.5,LeBlanc,Suarez,,3:17,D,"41,614",0.5,-
67,2019/06/10,LAA,LAD,W,5,3,,32-35,4,13,Buttrey,Kelly,Robles,3:19,N,"45,477",0.42,+
68,2019/06/11,LAA,LAD,W,5,3,,33-35,4,13,Peña,Maeda,Robles,3:51,N,"45,404",0.47,++
69,2019/06/13,LAA,TBR,W,5,3,,34-35,4,12,Skaggs,Yarbrough,Bedrosian,2:55,N,"15,291",0.6,+++
70,2019/06/14,LAA,TBR,L,4,9,,34-36,4,13,Pagán,Buttrey,,3:56,N,"21,598",0.66,-
71,2019/06/15,LAA,TBR,W,5,3,,35-36,4,13,Suarez,Morton,Robles,2:40,D,"22,320",0.56,+
72,2019/06/16,LAA,TBR,L,5,6,,35-37,4,13,Poche,Canning,Castillo,3:07,D,"20,508",0.6,-
73,2019/06/17,LAA,TOR,W,10,5,,36-37,4,12,Peña,Jackson,,3:06,N,"16,486",0.51,+
74,2019/06/18,LAA,TOR,W,3,1,,37-37,4,11,Skaggs,Stroman,Robles,2:30,N,"17,259",0.57,++
75,2019/06/19,LAA,TOR,W,11,6,,38-37,4,10,Ramirez,Sanchez,,3:46,N,"16,225",0.68,+++
76,2019/06/20,LAA,TOR,L-wo,5,7,10,38-38,4,10,Kingham,Buttrey,,3:34,N,"24,291",0.71,-
77,2019/06/21,LAA,STL,L,1,5,,38-39,4,10,Wacha,Canning,,3:24,N,"48,423",0.69,--
78,2019/06/22,LAA,STL,L,2,4,,38-40,4,10,Hudson,Peña,Webb,2:59,D,"46,711",0.62,---
79,2019/06/23,LAA,STL,W,6,4,,39-40,4,10,Skaggs,Mikolas,,3:42,N,"47,114",0.57,+
80,2019/06/25,LAA,CIN,W,5,1,,40-40,4,10,Heaney,Mahle,,2:56,N,"37,260",0.61,++
81,2019/06/26,LAA,CIN,W,5,1,,41-40,4,9,Bedrosian,Iglesias,,2:42,N,"35,272",0.62,+++
82,2019/06/27,LAA,OAK,W,8,3,,42-40,4,8,Canning,Anderson,,2:46,N,"40,231",0.81,++++
83,2019/06/28,LAA,OAK,L,2,7,,42-41,4,9,Fiers,Ramirez,,3:15,N,"41,913",0.88,-
84,2019/06/29,LAA,OAK,L,0,4,,42-42,4,10,Anderson,Skaggs,,2:45,N,"41,447",0.74,--
85,2019/06/30,LAA,OAK,L,3,12,,42-43,4,11,Bassitt,Heaney,,3:18,D,"37,668",0.66,---
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
86,2019/07/02,LAA,TEX,W,9,4,,43-43,4,11,Cahill,Fairbanks,,4:12,N,"20,931",0.55,+
87,2019/07/03,LAA,TEX,W,6,2,,44-43,4,11,Barria,Jurado,,2:55,N,"28,998",0.56,++
88,2019/07/04,LAA,TEX,L,3,9,,44-44,4,11.5,Lynn,Canning,,3:27,N,"45,556",0.65,-
89,2019/07/05,LAA,HOU,W,5,4,,45-44,4,10.5,Peña,Verlander,Robles,2:54,N,"41,219",0.57,+
90,2019/07/06,LAA,HOU,L,0,4,,45-45,4,11.5,Cole,Heaney,,2:44,N,"39,470",0.69,-
91,2019/07/07,LAA,HOU,L-wo,10,11,10,45-46,4,12.5,Pressly,Cole,,4:49,D,"37,264",0.6,--
92,2019/07/12,LAA,SEA,W,13,0,,46-46,4,11,Peña,Leake,,2:54,N,"43,140",0.37,+
93,2019/07/13,LAA,SEA,W,9,2,,47-46,4,11,Harvey,LeBlanc,,3:07,N,"41,549",0.39,++
94,2019/07/14,LAA,SEA,W,6,3,,48-46,4,11,Buttrey,Bass,Robles,3:28,D,"38,560",0.44,+++
95,2019/07/15,LAA,HOU,W,9,6,,49-46,4,10,Anderson,Valdez,Robles,3:25,N,"35,431",0.59,++++
96,2019/07/16,LAA,HOU,W,7,2,,50-46,4,9,Ramirez,Rondón,,3:33,N,"42,678",0.65,+++++
97,2019/07/17,LAA,HOU,L,2,11,,50-47,4,10,Cole,Peña,,2:57,N,"35,738",0.79,-
98,2019/07/18,LAA,HOU,L,2,6,,50-48,4,11,Miley,Harvey,,2:35,N,"35,928",0.6,--
99,2019/07/19,LAA,SEA,L,0,10,,50-49,4,12,Leake,Barria,,2:32,N,"19,994",0.43,---
100,2019/07/20,LAA,SEA,W,6,2,,51-49,3,12,Buttrey,Elías,,3:23,N,"30,941",0.34,+
101,2019/07/21,LAA,SEA,W,9,3,,52-49,3,12,Peters,Kikuchi,,3:15,D,"25,984",0.41,++
102,2019/07/23,LAA,LAD,W,5,4,,53-49,3,11.5,Peña,Maeda,Robles,3:54,N,"53,725",0.46,+++
103,2019/07/24,LAA,LAD,W,3,2,,54-49,3,11.5,Barria,Stripling,Robles,3:15,N,"53,731",0.52,++++
104,2019/07/25,LAA,BAL,L,8,10,16,54-50,3,12,Scott,Canning,Wilkerson,6:19,N,"36,214",0.62,-
105,2019/07/26,LAA,BAL,L,3,9,,54-51,3,12,Wojciechowski,Tropeano,,3:00,N,"38,852",0.54,--
106,2019/07/27,LAA,BAL,L,7,8,,54-52,3,13,Bleier,Buttrey,Givens,3:24,N,"42,289",0.44,---
107,2019/07/28,LAA,BAL,W-wo,5,4,,55-52,3,13,Cole,Givens,,3:02,D,"35,447",0.33,+
108,2019/07/29,LAA,DET,L,2,7,,55-53,3,13.5,Zimmermann,Barria,,2:53,N,"35,457",0.36,-
109,2019/07/30,LAA,DET,W,6,1,,56-53,3,13.5,Canning,VerHagen,,2:52,N,"33,907",0.3,+
110,2019/07/31,LAA,DET,L,1,9,,56-54,3,13.5,Norris,Suarez,,2:56,D,"37,511",0.33,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
111,2019/08/02,LAA,CLE,L,3,7,,56-55,3,15,Clevinger,Cole,,2:55,N,"28,386",0.31,--
112,2019/08/03,LAA,CLE,L,2,7,,56-56,4,16,Plutko,Cahill,,2:59,N,"31,222",0.25,---
113,2019/08/04,LAA,CLE,L,2,6,,56-57,4,17,Bieber,Barria,,3:00,D,"26,099",0.17,----
114,2019/08/05,LAA,CIN,L,4,7,,56-58,4,17.5,Castillo,Cole,Iglesias,3:07,N,"21,895",0.08,-----
115,2019/08/06,LAA,CIN,L,4,8,,56-59,4,18.5,DeSclafani,Suarez,,3:08,N,"19,288",0.07,------
116,2019/08/08,LAA,BOS,L,0,3,,56-60,4,19.5,Sale,Peters,Workman,2:16,N,"34,744",0.06,-------
117,2019/08/09,LAA,BOS,L,4,16,,56-61,4,20.5,Walden,Barria,,3:33,N,"36,650",0.04,--------
118,2019/08/10,LAA,BOS,W,12,4,,57-61,4,20.5,Cole,Porcello,,3:28,D,"36,390",0.02,+
119,2019/08/11,LAA,BOS,W,5,4,10,58-61,4,19.5,Robles,Weber,,4:02,D,"36,709",0.03,++
120,2019/08/12,LAA,PIT,L,2,10,,58-62,4,20,Keller,Suarez,,3:08,N,"33,527",0.03,-
121,2019/08/13,LAA,PIT,L,7,10,,58-63,4,20.5,Williams,Cole,Vazquez,3:46,N,"33,568",0.01,--
122,2019/08/14,LAA,PIT,W,7,4,,59-63,4,19.5,Peters,Archer,,3:06,N,"33,544",0.01,+
123,2019/08/15,LAA,CHW,W,8,7,,60-63,4,18.5,Heaney,López,Robles,2:56,N,"33,533",0.01,++
124,2019/08/16,LAA,CHW,L,2,7,,60-64,4,18.5,Giolito,Sandoval,,3:11,N,"39,206",0.01,-
125,2019/08/17,LAA,CHW,W,6,5,,61-64,3,17.5,Cole,Marshall,Robles,3:37,N,"39,419",0.01,+
126,2019/08/18,LAA,CHW,W,9,2,,62-64,3,17.5,Canning,Cease,,2:55,D,"35,436",0.01,++
127,2019/08/19,LAA,TEX,L-wo,7,8,11,62-65,3,18.5,Montero,Ramirez,,4:35,N,"17,326",0.01,-
128,2019/08/20,LAA,TEX,W,5,1,,63-65,3,19,Heaney,Palumbo,,2:48,D,"17,429",0.01,+
129,2019/08/20,LAA,TEX,L-wo,2,3,11,63-66,3,19,Clase,Buttrey,,3:36,N,"15,638",0.01,-
130,2019/08/21,LAA,TEX,L-wo,7,8,,63-67,4,19,Hernández,Cahill,,3:46,N,"19,565",0.01,--
131,2019/08/23,LAA,HOU,L,4,5,,63-68,4,20.5,Greinke,Suarez,Osuna,3:07,N,"35,201",0.01,---
132,2019/08/24,LAA,HOU,L,2,5,,63-69,4,21.5,Miley,Peters,Harris,3:03,N,"37,862",0,----
133,2019/08/25,LAA,HOU,L,2,11,,63-70,4,22.5,Valdez,Barria,,2:59,D,"38,989",0,-----
134,2019/08/27,LAA,TEX,W,5,2,,64-70,4,22.5,Del Pozo,Minor,Robles,2:48,N,"39,008",0,+
135,2019/08/28,LAA,TEX,L,0,3,,64-71,4,23.5,Jurado,Del Pozo,Leclerc,2:55,N,"37,535",0,-
136,2019/08/30,LAA,BOS,L,6,7,15,64-72,4,24,Cashner,Cahill,,5:23,N,"39,788",0,--
137,2019/08/31,LAA,BOS,W,10,4,,65-72,4,23,García,Brasier,,3:37,N,"43,036",0,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
138,2019/09/01,LAA,BOS,L,3,4,,65-73,4,24,Weber,Heaney,Workman,3:21,D,"39,382",0,-
139,2019/09/03,LAA,OAK,L,5,7,,65-74,4,24.5,Petit,Ramirez,Hendriks,3:04,N,"14,031",0,--
140,2019/09/04,LAA,OAK,L,0,4,,65-75,4,25,Roark,Sandoval,,2:31,N,"12,597",0,---
141,2019/09/05,LAA,OAK,L,6,10,,65-76,4,26,Puk,Buttrey,,3:08,D,"14,013",0,----
142,2019/09/06,LAA,CHW,W,5,4,,66-76,4,26,Robles,Colomé,,3:02,N,"20,026",0,+
143,2019/09/07,LAA,CHW,W,8,7,,67-76,4,26,Heaney,Covey,Robles,3:32,N,"25,230",0,++
144,2019/09/08,LAA,CHW,L,1,5,,67-77,4,27,Osich,Barria,,3:19,D,"22,681",0,-
145,2019/09/09,LAA,CLE,L,2,6,,67-78,4,28,Bieber,Sandoval,,3:11,N,"35,753",0,--
146,2019/09/10,LAA,CLE,L,0,8,,67-79,4,28,Plesac,Suarez,,2:46,N,"35,508",0,---
147,2019/09/11,LAA,CLE,L,3,4,,67-80,4,28,Carrasco,Peters,Cimber,3:24,N,"33,952",0,----
148,2019/09/13,LAA,TBR,L,4,11,,67-81,4,28.5,Morton,Heaney,,3:07,N,"39,914",0,-----
149,2019/09/14,LAA,TBR,L,1,3,,67-82,4,29.5,Richards,Barria,Pagán,3:13,N,"39,056",0,------
150,2019/09/15,LAA,TBR,W,6,4,,68-82,4,29.5,Ramirez,Yarbrough,Robles,2:54,D,"36,709",0,+
151,2019/09/17,LAA,NYY,L,0,8,,68-83,4,30.5,Loáisiga,Ramirez,,3:03,N,"41,026",0,-
152,2019/09/18,LAA,NYY,W,3,2,,69-83,4,30.5,Bard,Ottavino,Robles,3:20,N,"38,106",0,+
153,2019/09/19,LAA,NYY,L,1,9,,69-84,4,31,Tanaka,Heaney,,2:39,N,"42,056",0,-
154,2019/09/20,LAA,HOU,L,4,6,,69-85,4,32,Greinke,Barria,Osuna,2:49,N,"40,106",0,--
155,2019/09/21,LAA,HOU,W,8,4,,70-85,4,31,Bard,Miley,,3:23,N,"43,264",0,+
156,2019/09/22,LAA,HOU,L,5,13,,70-86,4,32,Verlander,Rodríguez,,3:32,D,"43,169",0,-
157,2019/09/24,LAA,OAK,W,3,2,,71-86,4,32,Peters,Bailey,Robles,2:52,N,"34,505",0,+
158,2019/09/25,LAA,OAK,L,2,3,,71-87,4,33,Soria,Robles,Hendriks,3:29,N,"36,865",0,-
159,2019/09/26,LAA,HOU,W-wo,4,3,12,72-87,4,32,Cahill,Biagini,,4:32,N,"39,658",0,+
160,2019/09/27,LAA,HOU,L,0,4,,72-88,4,33,Urquidy,Sandoval,,2:37,N,"41,763",0,-
161,2019/09/28,LAA,HOU,L,3,6,,72-89,4,34,Verlander,Bard,Osuna,2:55,N,"35,814",0,--
162,2019/09/29,LAA,HOU,L,5,8,,72-90,4,35,Cole,Peters,Harris,3:30,D,"34,693",0,---
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
1,2019/03/28,LAD,ARI,W,12,5,,1-0,1,Tied,Ryu,Greinke,,2:49,D,"53,086",1.04,+
2,2019/03/29,LAD,ARI,L,4,5,13,1-1,3,1,Andriese,García,Holland,6:05,N,"42,266",1.08,-
3,2019/03/30,LAD,ARI,W,18,5,,2-1,1,Tied,Maeda,Godley,,3:14,N,"50,626",1.02,+
4,2019/03/31,LAD,ARI,W,8,7,,3-1,1,Tied,Floro,Hirano,Jansen,3:29,D,"43,815",1.11,++
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
5,2019/04/01,LAD,SFG,L,2,4,,3-2,1,Tied,Gott,Kelly,Smith,2:59,N,"40,477",1.12,-
6,2019/04/02,LAD,SFG,W,6,5,,4-2,1,up 1.0,Ryu,Bumgarner,Jansen,2:50,N,"42,887",1.13,+
7,2019/04/03,LAD,SFG,W,5,3,,5-2,1,up 1.0,Alexander,Moronta,Jansen,2:59,N,"51,170",1.21,++
8,2019/04/05,LAD,COL,W,10,6,,6-2,1,up 1.0,Maeda,Anderson,,3:52,D,"48,404",1.22,+++
9,2019/04/06,LAD,COL,W,7,2,,7-2,1,up 1.0,Buehler,Gray,Jansen,3:19,N,"47,880",1.23,++++
10,2019/04/07,LAD,COL,W,12,6,,8-2,1,up 2.0,Kelly,Bettis,,3:52,N,"41,232",1.26,+++++
11,2019/04/08,LAD,STL,L,3,4,,8-3,1,up 1.0,Mikolas,Kelly,Hicks,2:41,N,"35,858",1.16,-
12,2019/04/09,LAD,STL,L,0,4,,8-4,1,up 1.0,Brebbia,Stripling,,3:17,N,"36,353",1.15,--
13,2019/04/10,LAD,STL,L,2,7,,8-5,1,Tied,Flaherty,Maeda,,2:52,N,"36,244",1.14,---
14,2019/04/11,LAD,STL,L,7,11,,8-6,2,1,Gallegos,Báez,,3:12,D,"38,200",1.1,----
15,2019/04/12,LAD,MIL,L,5,8,,8-7,2,2,Albers,Urías,,3:54,N,"43,643",1.09,-----
16,2019/04/13,LAD,MIL,L,1,4,,8-8,2,3,Davies,Ferguson,Guerra,2:54,N,"53,922",1.04,------
17,2019/04/14,LAD,MIL,W,7,1,,9-8,2,2,Stripling,Chacín,,2:34,D,"45,235",1.03,+
18,2019/04/15,LAD,CIN,W-wo,4,3,,10-8,2,1,Jansen,Iglesias,,2:49,N,"52,974",1.04,++
19,2019/04/16,LAD,CIN,W,6,1,,11-8,1,Tied,Maeda,Mahle,,2:51,N,"45,406",1.07,+++
20,2019/04/17,LAD,CIN,W,3,2,,12-8,1,up 0.5,Buehler,Gray,Jansen,2:37,D,"42,691",1.11,++++
21,2019/04/18,LAD,MIL,W,3,1,,13-8,1,up 1.5,Urías,Albers,Jansen,3:02,N,"33,281",1.16,+++++
22,2019/04/19,LAD,MIL,W,5,3,,14-8,1,up 2.5,Báez,Hader,Jansen,3:47,N,"36,776",1.19,++++++
23,2019/04/20,LAD,MIL,L,0,5,,14-9,1,up 2.0,Anderson,Ryu,,2:51,N,"40,402",1.22,-
24,2019/04/21,LAD,MIL,W,6,5,,15-9,1,up 2.5,Jansen,Hader,,3:13,D,"32,054",1.24,+
25,2019/04/23,LAD,CHC,L,2,7,,15-10,1,up 1.5,Quintana,Maeda,,2:56,N,"35,536",1.26,-
26,2019/04/24,LAD,CHC,L,6,7,,15-11,1,up 0.5,Brach,Alexander,Strop,2:48,N,"35,743",1.18,--
27,2019/04/25,LAD,CHC,W,2,1,,16-11,1,up 0.5,Báez,Lester,Jansen,3:08,D,"35,451",1.16,+
28,2019/04/26,LAD,PIT,W,6,2,,17-11,1,up 0.5,Ryu,Archer,,2:52,N,"50,748",1.23,++
29,2019/04/27,LAD,PIT,W,3,1,,18-11,1,up 1.0,Kershaw,Musgrove,Jansen,2:58,N,"47,877",1.21,+++
30,2019/04/28,LAD,PIT,W,7,6,,19-11,1,up 2.0,Urías,Rodríguez,Jansen,3:07,D,"52,875",1.24,++++
31,2019/04/29,LAD,SFG,L,2,3,,19-12,1,up 2.0,Dyson,Stripling,Smith,3:14,N,"32,212",1.34,-
32,2019/04/30,LAD,SFG,W,10,3,,20-12,1,up 2.0,Buehler,Pomeranz,,2:45,N,"32,017",1.41,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
33,2019/05/01,LAD,SFG,L-wo,1,2,,20-13,1,up 1.0,Smith,Urías,,3:01,N,"31,960",1.36,-
34,2019/05/03,LAD,SDP,W,4,3,,21-13,1,up 1.0,Alexander,Yates,Jansen,3:13,N,"44,425",1.48,+
35,2019/05/04,LAD,SDP,W,7,6,,22-13,1,up 1.0,Stripling,Yates,Jansen,4:12,N,"44,558",1.52,++
36,2019/05/05,LAD,SDP,L-wo,5,8,,22-14,1,up 1.0,Warren,Jansen,,2:58,D,"44,473",1.44,-
37,2019/05/06,LAD,ATL,W,5,3,,23-14,1,up 2.0,Buehler,Gausman,Urías,2:45,N,"43,393",1.28,+
38,2019/05/07,LAD,ATL,W,9,0,,24-14,1,up 3.0,Ryu,Fried,,2:42,N,"47,337",1.32,++
39,2019/05/08,LAD,ATL,W,9,4,,25-14,1,up 3.0,Kershaw,Foltynewicz,,2:58,N,"53,707",1.33,+++
40,2019/05/09,LAD,WSN,L,0,6,,25-15,1,up 2.0,Corbin,Hill,,3:11,N,"42,851",1.25,-
41,2019/05/10,LAD,WSN,W,5,0,,26-15,1,up 3.0,Maeda,Sánchez,Urías,2:58,N,"43,533",1.3,+
42,2019/05/11,LAD,WSN,L,2,5,,26-16,1,up 3.0,Scherzer,Báez,Doolittle,2:58,N,"53,647",1.31,-
43,2019/05/12,LAD,WSN,W,6,0,,27-16,1,up 4.0,Ryu,Strasburg,,2:46,D,"45,667",1.3,+
44,2019/05/14,LAD,SDP,W,6,3,,28-16,1,up 4.5,Kershaw,Paddack,Jansen,2:32,N,"46,460",1.56,++
45,2019/05/15,LAD,SDP,W,2,0,,29-16,1,up 4.5,Maeda,Strahm,Jansen,3:06,N,"41,671",1.57,+++
46,2019/05/17,LAD,CIN,W,6,0,,30-16,1,up 4.5,Hill,DeSclafani,,2:24,N,"27,456",1.33,++++
47,2019/05/18,LAD,CIN,L,0,4,,30-17,1,up 4.5,Mahle,Buehler,,2:39,D,"31,156",1.26,-
